order_id,customer_id,late_delivery_risk,shipping_mode,category_name,order_date,item_price
32072,542,1,Second Class,Cardio Equipment,2015-07-07 05:31:00,99.98999786
159828,11329,0,Second Class,Cardio Equipment,2017-07-22 07:16:00,99.98999786
162548,3570,1,Second Class,Cardio Equipment,2017-08-07 06:33:00,99.98999786
45253,650,1,Second Class,Cleats,2015-09-22 07:41:00,59.99000168
156394,9353,0,Second Class,Cleats,2017-07-02 09:03:00,59.99000168
42919,54,1,Second Class,Cleats,2015-09-08 12:15:00,59.99000168
164735,12151,1,Second Class,Cleats,2017-08-20 07:03:00,59.99000168
159829,11329,0,Second Class,Women's Apparel,2017-07-22 07:16:00,50.0
162007,10018,1,Second Class,Shop By Sport,2017-08-04 02:31:00,39.99000168
169747,3182,1,Second Class,Women's Apparel,2017-09-18 01:14:00,50.0
31344,4936,1,Second Class,Trade-In,2015-07-02 19:42:00,21.98999977
14664,8707,1,Second Class,Cardio Equipment,2015-03-28 00:55:00,99.98999786
140970,1025,1,Second Class,Cleats,2017-04-02 16:43:00,59.99000168
146701,8831,1,Second Class,Cleats,2017-05-05 14:23:00,59.99000168
19564,10679,1,Second Class,Cleats,2015-04-25 04:44:00,59.99000168
19544,5007,1,Second Class,Cleats,2015-04-25 01:14:00,59.99000168
19542,5007,1,Second Class,Cleats,2015-04-25 01:14:00,59.99000168
152161,9854,1,Second Class,Cleats,2017-06-06 15:03:00,59.99000168
133456,376,1,Second Class,Cleats,2017-02-18 16:36:00,59.99000168
19707,5417,1,Second Class,Women's Apparel,2015-04-26 03:10:00,50.0
16956,10759,1,Second Class,Shop By Sport,2015-04-10 00:02:00,39.99000168
142502,8541,1,Second Class,Women's Apparel,2017-04-11 15:49:00,50.0
19563,10679,1,Second Class,Women's Apparel,2015-04-25 04:44:00,50.0
137932,3752,1,Second Class,Women's Apparel,2017-03-16 02:54:00,50.0
14921,4673,0,Second Class,Women's Apparel,2015-03-29 10:33:00,50.0
5671,5367,1,Second Class,Women's Apparel,2015-02-03 00:28:00,50.0
5669,5367,1,Second Class,Women's Apparel,2015-02-03 00:28:00,50.0
133427,10485,1,Second Class,Women's Apparel,2017-02-18 13:05:00,50.0
128201,9272,1,Second Class,Shop By Sport,2017-01-18 19:37:00,39.99000168
12307,647,1,Standard Class,Women's Apparel,2015-03-13 18:59:00,50.0
131580,6398,1,Standard Class,Shop By Sport,2017-02-07 09:47:00,39.99000168
15921,4209,0,Standard Class,Shop By Sport,2015-04-03 19:08:00,39.99000168
142841,8917,0,Standard Class,Women's Apparel,2017-04-13 14:25:00,50.0
15634,7784,1,Standard Class,Women's Apparel,2015-04-02 03:33:00,50.0
130341,1425,0,Standard Class,Shop By Sport,2017-01-31 11:43:00,30.0
140494,2737,0,Standard Class,Shop By Sport,2017-03-30 23:12:00,39.99000168
139611,6428,1,Standard Class,Women's Apparel,2017-03-25 23:02:00,50.0
131161,6543,0,Standard Class,Women's Apparel,2017-02-05 01:01:00,50.0
143183,3990,0,Standard Class,Shop By Sport,2017-04-15 14:04:00,39.99000168
7805,8524,0,Standard Class,Women's Apparel,2015-02-15 18:40:00,50.0
150464,9204,0,Standard Class,Women's Apparel,2017-05-27 16:48:00,50.0
9521,11761,0,Standard Class,Shop By Sport,2015-02-25 20:46:00,39.99000168
151122,9554,0,Standard Class,Women's Apparel,2017-05-31 11:33:00,50.0
2420,5118,0,Standard Class,Shop By Sport,2015-01-15 04:32:00,39.99000168
145119,5506,1,Standard Class,Women's Apparel,2017-04-26 15:16:00,50.0
136527,1423,1,Standard Class,Women's Apparel,2017-03-07 19:12:00,50.0
144075,138,0,Standard Class,Women's Apparel,2017-04-20 18:47:00,50.0
135699,6360,1,Standard Class,Women's Apparel,2017-03-03 06:14:00,50.0
151869,2053,0,Standard Class,Shop By Sport,2017-06-04 16:06:00,39.99000168
148673,10344,0,Standard Class,Women's Apparel,2017-05-16 21:33:00,50.0
131577,6398,1,Standard Class,Women's Apparel,2017-02-07 09:47:00,50.0
24992,3375,0,Standard Class,Women's Apparel,2015-05-27 01:32:00,50.0
139976,1339,1,Standard Class,Electronics,2017-03-28 05:20:00,47.99000168
131164,6543,0,Standard Class,Electronics,2017-02-05 01:01:00,31.98999977
146090,3990,1,Standard Class,Kids' Golf Clubs,2017-05-02 03:00:00,89.98999786
141192,7247,0,Standard Class,Hunting & Shooting,2017-04-03 23:53:00,29.98999977
20537,1273,0,Standard Class,Baseball & Softball,2015-04-30 23:49:00,59.99000168
145203,6277,1,Standard Class,Cardio Equipment,2017-04-27 03:32:00,99.98999786
5525,7701,0,Standard Class,Cardio Equipment,2015-02-02 03:27:00,99.98999786
132642,4126,1,Standard Class,Cardio Equipment,2017-02-13 16:05:00,99.98999786
150522,9528,0,Standard Class,Cardio Equipment,2017-05-27 23:28:00,99.98999786
138585,1853,1,Standard Class,Cardio Equipment,2017-03-19 19:53:00,99.98999786
21674,11149,0,Standard Class,Cardio Equipment,2015-05-07 15:56:00,99.98999786
19945,5828,1,Standard Class,Cardio Equipment,2015-04-27 11:23:00,99.98999786
143043,6887,1,Standard Class,Cardio Equipment,2017-04-14 18:06:00,99.98999786
21551,4781,0,Standard Class,Cardio Equipment,2015-05-07 01:13:00,99.98999786
153077,10668,0,Standard Class,Boxing & MMA,2017-06-12 05:55:00,89.98999786
139714,5421,0,Standard Class,Cleats,2017-03-26 15:30:00,59.99000168
133251,10200,0,Standard Class,Cleats,2017-02-17 11:52:00,59.99000168
129241,11254,1,Standard Class,Cleats,2017-01-25 01:13:00,59.99000168
131382,11106,0,Standard Class,Cleats,2017-02-06 06:27:00,59.99000168
149532,8456,1,Standard Class,Cleats,2017-05-22 06:08:00,59.99000168
133893,6149,1,Standard Class,Cleats,2017-02-21 01:00:00,59.99000168
989,1473,1,Standard Class,Cleats,2015-01-06 19:26:00,59.99000168
127587,1840,1,Second Class,Cardio Equipment,2017-01-15 04:44:00,99.98999786
114171,6757,1,Second Class,Men's Footwear,2016-10-28 19:23:00,129.9900055
107395,3972,1,Second Class,Men's Footwear,2016-09-19 13:39:00,129.9900055
103114,9316,1,Second Class,Men's Footwear,2016-08-25 22:16:00,129.9900055
114173,6757,1,Second Class,Cleats,2016-10-28 19:23:00,59.99000168
110494,11213,1,Second Class,Men's Footwear,2016-10-07 23:26:00,129.9900055
115235,3474,1,Second Class,Camping & Hiking,2016-11-03 21:49:00,299.980011
103115,9316,1,Second Class,Camping & Hiking,2016-08-25 22:16:00,299.980011
174392,14630,1,Second Class,Consumer Electronics,2017-11-03 13:05:00,252.8800049
173018,13256,1,Second Class,Cameras ,2017-10-14 11:42:00,452.0400085
174427,14665,1,Second Class,Consumer Electronics,2017-11-04 01:21:00,252.8800049
173125,13363,1,Second Class,Cameras ,2017-10-16 01:12:00,452.0400085
174407,14645,1,Second Class,Consumer Electronics,2017-11-03 18:20:00,252.8800049
172925,13163,1,Second Class,Cameras ,2017-10-13 03:08:00,452.0400085
174315,14553,1,Second Class,Consumer Electronics,2017-11-02 10:06:00,252.8800049
174049,14287,1,Second Class,Computers,2017-10-29 12:55:00,1500.0
172941,13179,0,Second Class,Cameras ,2017-10-13 08:44:00,452.0400085
172797,13035,1,Second Class,Cameras ,2017-10-11 06:17:00,452.0400085
174084,14322,1,Second Class,Computers,2017-10-30 01:10:00,1500.0
172958,13196,1,Second Class,Cameras ,2017-10-13 14:41:00,452.0400085
174366,14604,0,Second Class,Consumer Electronics,2017-11-03 03:58:00,252.8800049
172723,12961,1,Second Class,Cameras ,2017-10-10 04:21:00,452.0400085
174438,14676,1,Second Class,Consumer Electronics,2017-11-04 05:12:00,252.8800049
173849,14087,1,Second Class,Computers,2017-10-26 14:51:00,1500.0
172956,13194,0,Second Class,Cameras ,2017-10-13 13:59:00,452.0400085
174275,14513,1,Second Class,Consumer Electronics,2017-11-01 20:05:00,252.8800049
173223,13461,1,Second Class,Cameras ,2017-10-17 11:32:00,452.0400085
174272,14510,1,Second Class,Consumer Electronics,2017-11-01 19:02:00,252.8800049
172952,13190,1,Second Class,Cameras ,2017-10-13 12:35:00,452.0400085
174270,14508,1,Second Class,Consumer Electronics,2017-11-01 18:20:00,252.8800049
174234,14472,1,Second Class,Consumer Electronics,2017-11-01 05:44:00,252.8800049
174324,14562,1,Second Class,Consumer Electronics,2017-11-02 13:15:00,252.8800049
172968,13206,1,Second Class,Cameras ,2017-10-13 18:11:00,452.0400085
172842,13080,1,Second Class,Cameras ,2017-10-11 22:03:00,452.0400085
174395,14633,1,Second Class,Consumer Electronics,2017-11-03 14:08:00,252.8800049
173859,14097,1,Second Class,Computers,2017-10-26 18:21:00,1500.0
172786,13024,0,Second Class,Cameras ,2017-10-11 02:26:00,452.0400085
172188,778,1,Second Class,Basketball,2017-10-02 11:01:00,999.9899902
167987,7146,1,Second Class,Soccer,2017-09-08 03:42:00,79.98999786
44493,6365,1,Second Class,Baseball & Softball,2015-09-17 23:17:00,59.99000168
46997,8422,1,Second Class,Electronics,2015-10-02 07:40:00,44.99000168
162715,8524,1,Second Class,Cardio Equipment,2017-08-08 10:13:00,99.98999786
39186,3784,1,Second Class,Cardio Equipment,2015-08-17 18:35:00,99.98999786
45455,10519,1,Second Class,Electronics,2015-09-23 09:57:00,44.99000168
50536,7132,1,Second Class,Cardio Equipment,2015-10-23 08:31:00,99.98999786
32867,3709,1,Second Class,Cardio Equipment,2015-07-11 18:49:00,99.98999786
84424,1509,0,Standard Class,Electronics,2016-05-08 17:42:00,44.99000168
78398,1636,0,Standard Class,Cardio Equipment,2016-04-02 19:51:00,99.98999786
101052,2784,0,Standard Class,Cardio Equipment,2016-08-14 02:51:00,99.98999786
78396,1636,0,Standard Class,Cardio Equipment,2016-04-02 19:51:00,99.98999786
86191,9174,0,Standard Class,Cleats,2016-05-18 16:38:00,59.99000168
83892,122,0,Standard Class,Cleats,2016-05-05 13:40:00,59.99000168
81596,3800,0,Standard Class,Cleats,2016-04-21 02:50:00,59.99000168
93579,10029,0,Standard Class,Shop By Sport,2016-07-01 08:10:00,39.99000168
81595,3800,0,Standard Class,Girls' Apparel,2016-04-21 02:50:00,25.0
122703,2805,0,Standard Class,Women's Apparel,2016-12-17 08:48:00,50.0
84425,1509,0,Standard Class,Women's Apparel,2016-05-08 17:42:00,50.0
122700,2805,0,Standard Class,Women's Apparel,2016-12-17 08:48:00,50.0
103905,12253,0,Standard Class,Shop By Sport,2016-08-30 14:02:00,39.99000168
98043,3528,0,Standard Class,Shop By Sport,2016-07-27 06:01:00,39.99000168
96337,11018,0,Standard Class,Accessories,2016-07-17 10:14:00,24.98999977
94445,3222,0,Standard Class,Trade-In,2016-07-06 10:26:00,15.98999977
105703,6246,0,Standard Class,Cleats,2016-09-09 22:05:00,59.99000168
103211,8741,0,Standard Class,Cleats,2016-08-26 12:38:00,59.99000168
127882,8050,0,Standard Class,Women's Apparel,2017-01-16 22:04:00,50.0
127881,8050,0,Standard Class,Shop By Sport,2017-01-16 22:04:00,39.99000168
108885,5474,0,Standard Class,Women's Apparel,2016-09-28 10:19:00,50.0
104591,474,0,Standard Class,Accessories,2016-09-03 15:26:00,24.98999977
106706,12255,0,Standard Class,Cardio Equipment,2016-09-16 01:13:00,99.98999786
112591,10288,0,Standard Class,Cleats,2016-10-20 03:59:00,59.99000168
126156,4717,1,Standard Class,Cleats,2017-01-07 00:11:00,59.99000168
110862,4799,1,Standard Class,Cleats,2016-10-10 06:06:00,59.99000168
105115,4533,0,Standard Class,Cleats,2016-09-06 13:30:00,59.99000168
125992,12383,1,Standard Class,Cleats,2017-01-06 01:25:00,59.99000168
124562,3518,1,Standard Class,Women's Apparel,2016-12-28 07:33:00,50.0
103083,4674,1,Standard Class,Women's Apparel,2016-08-25 18:46:00,50.0
104898,8519,0,Standard Class,Shop By Sport,2016-09-05 10:10:00,39.99000168
119464,5302,1,Standard Class,Shop By Sport,2016-11-28 09:00:00,39.99000168
104416,3594,0,Standard Class,Girls' Apparel,2016-09-02 13:30:00,30.0
117955,9890,0,Standard Class,Women's Apparel,2016-11-19 21:27:00,50.0
106390,1410,0,Standard Class,Women's Apparel,2016-09-14 05:26:00,50.0
115493,7521,1,Standard Class,Women's Apparel,2016-11-05 09:13:00,50.0
121217,2106,0,Standard Class,Accessories,2016-12-08 12:08:00,24.98999977
127490,8144,1,Standard Class,Cardio Equipment,2017-01-14 14:22:00,99.98999786
115564,5643,1,Standard Class,Cardio Equipment,2016-11-05 19:43:00,99.98999786
107084,2041,0,Standard Class,Cardio Equipment,2016-09-17 23:07:00,99.98999786
117074,7537,0,Standard Class,Cardio Equipment,2016-11-14 13:14:00,99.98999786
121737,3056,1,Standard Class,Cardio Equipment,2016-12-11 15:49:00,99.98999786
121735,3056,1,Standard Class,Cardio Equipment,2016-12-11 15:49:00,99.98999786
116042,7967,0,Standard Class,Cardio Equipment,2016-11-08 13:14:00,99.98999786
118360,1758,0,Standard Class,Cardio Equipment,2016-11-22 02:00:00,99.98999786
104060,7884,0,Standard Class,Men's Footwear,2016-08-31 12:06:00,129.9900055
104577,289,0,Standard Class,Men's Footwear,2016-09-03 13:41:00,129.9900055
70443,10081,0,Standard Class,Cleats,2016-02-16 04:09:00,59.99000168
62621,1169,0,Standard Class,Men's Footwear,2015-12-31 19:27:00,129.9900055
77102,1182,0,Standard Class,Men's Footwear,2016-03-26 08:07:00,129.9900055
62834,717,1,Standard Class,Men's Footwear,2016-01-02 00:11:00,129.9900055
180185,20423,1,Standard Class,Women's Clothing,2018-01-27 02:38:00,215.8200073
63064,5801,0,Standard Class,Men's Footwear,2016-01-03 07:22:00,129.9900055
70143,702,0,Standard Class,Men's Footwear,2016-02-14 05:54:00,129.9900055
56759,6951,1,Standard Class,Men's Footwear,2015-11-28 01:06:00,129.9900055
59059,6780,1,Standard Class,Men's Footwear,2015-12-11 15:17:00,129.9900055
106946,6422,0,Standard Class,Cleats,2016-09-17 04:12:00,59.99000168
104576,289,0,Standard Class,Men's Footwear,2016-09-03 13:41:00,129.9900055
121833,5384,0,Standard Class,Men's Footwear,2016-12-12 01:59:00,129.9900055
114148,2985,0,Standard Class,Men's Footwear,2016-10-28 15:11:00,129.9900055
178111,18349,0,Standard Class,Crafts,2017-12-27 20:01:00,461.480011
69867,11286,0,Standard Class,Men's Footwear,2016-02-12 12:34:00,129.9900055
75233,489,0,Standard Class,Cleats,2016-03-15 07:58:00,59.99000168
77398,4510,0,Standard Class,Men's Footwear,2016-03-28 00:25:00,129.9900055
75154,9626,0,Standard Class,Men's Footwear,2016-03-14 20:03:00,129.9900055
55063,9494,1,Standard Class,Men's Footwear,2015-11-18 09:53:00,129.9900055
60624,1718,1,Standard Class,Men's Footwear,2015-12-20 16:29:00,129.9900055
121830,5384,0,Standard Class,Men's Footwear,2016-12-12 01:59:00,129.9900055
105750,5295,0,Standard Class,Men's Footwear,2016-09-10 05:47:00,129.9900055
114147,2985,0,Standard Class,Men's Footwear,2016-10-28 15:11:00,129.9900055
105206,3984,1,Standard Class,Men's Footwear,2016-09-07 01:04:00,129.9900055
53808,5270,0,Standard Class,Men's Footwear,2015-11-11 03:45:00,129.9900055
59474,10966,0,Standard Class,Men's Footwear,2015-12-13 22:17:00,129.9900055
63711,1868,0,Standard Class,Men's Footwear,2016-01-07 05:57:00,129.9900055
177208,17446,0,Standard Class,Women's Clothing,2017-12-14 15:39:00,215.8200073
75205,10071,1,Standard Class,Cleats,2016-03-15 03:45:00,59.99000168
75410,1271,0,Standard Class,Men's Footwear,2016-03-16 10:14:00,129.9900055
68790,11930,0,Standard Class,Men's Footwear,2016-02-06 02:25:00,129.9900055
180291,20529,0,Standard Class,Women's Clothing,2018-01-28 15:46:00,215.8200073
60210,8358,0,Standard Class,Men's Footwear,2015-12-18 05:59:00,129.9900055
127964,7705,1,Standard Class,Men's Footwear,2017-01-17 12:26:00,129.9900055
177154,17392,1,Standard Class,Women's Clothing,2017-12-13 20:44:00,215.8200073
178038,18276,0,Standard Class,Crafts,2017-12-26 18:26:00,461.480011
67197,7795,0,Standard Class,Men's Footwear,2016-01-27 12:14:00,129.9900055
180417,20655,0,Standard Class,Women's Clothing,2018-01-30 11:54:00,215.8200073
103859,2454,0,Standard Class,Men's Footwear,2016-08-30 08:47:00,129.9900055
117478,150,1,Standard Class,Men's Footwear,2016-11-17 04:59:00,129.9900055
124787,10671,0,Standard Class,Men's Footwear,2016-12-29 15:26:00,129.9900055
74420,11924,0,Standard Class,Cleats,2016-03-10 04:59:00,59.99000168
175848,16086,0,Standard Class,Men's Clothing,2017-11-24 19:11:00,210.8500061
121561,4398,0,Standard Class,Women's Apparel,2016-12-10 13:11:00,50.0
113719,5687,0,Standard Class,Women's Apparel,2016-10-26 06:25:00,50.0
112427,8534,0,Standard Class,Shop By Sport,2016-10-19 06:36:00,39.99000168
115752,3372,0,Standard Class,Shop By Sport,2016-11-06 23:24:00,39.99000168
109111,10927,1,Standard Class,Women's Apparel,2016-09-29 16:27:00,50.0
104569,3597,0,Standard Class,Women's Apparel,2016-09-03 12:38:00,50.0
115856,2052,1,Standard Class,Women's Apparel,2016-11-07 10:15:00,50.0
116672,4399,0,Standard Class,Women's Apparel,2016-11-12 05:10:00,50.0
119125,185,0,Standard Class,Women's Apparel,2016-11-26 12:30:00,50.0
121445,3441,1,Standard Class,Women's Apparel,2016-12-09 22:07:00,50.0
109614,11947,1,Standard Class,Women's Apparel,2016-10-02 15:55:00,50.0
112738,1555,0,Standard Class,Women's Apparel,2016-10-20 21:30:00,50.0
110278,9399,1,Standard Class,Shop By Sport,2016-10-06 14:51:00,39.99000168
123053,2792,1,Standard Class,Women's Apparel,2016-12-19 09:30:00,50.0
104410,10118,1,Standard Class,Accessories,2016-09-02 12:48:00,24.98999977
111111,8544,1,Standard Class,Accessories,2016-10-11 15:22:00,24.98999977
111088,4296,0,Standard Class,Accessories,2016-10-11 12:34:00,24.98999977
113854,4391,1,Standard Class,Trade-In,2016-10-27 00:59:00,15.98999977
110090,2882,1,Standard Class,Trade-In,2016-10-05 08:44:00,15.98999977
124661,3283,0,Standard Class,Electronics,2016-12-28 18:46:00,31.98999977
104311,397,0,Standard Class,Hunting & Shooting,2016-09-01 23:08:00,29.98999977
120131,4104,0,Standard Class,Tennis & Racquet,2016-12-02 06:54:00,44.99000168
110620,12214,0,Standard Class,Cardio Equipment,2016-10-08 16:15:00,99.98999786
103815,10699,0,Standard Class,Cleats,2016-08-30 02:49:00,59.99000168
112334,2091,0,Standard Class,Shop By Sport,2016-10-18 14:29:00,39.99000168
103704,10474,1,Standard Class,Women's Apparel,2016-08-29 10:42:00,50.0
124779,7504,1,Standard Class,Electronics,2016-12-29 13:20:00,47.99000168
48976,7518,1,Standard Class,Baseball & Softball,2015-10-13 22:53:00,59.99000168
109018,1738,1,Standard Class,Fitness Accessories,2016-09-29 04:11:00,34.99000168
38024,1622,0,Standard Class,Cardio Equipment,2015-08-10 21:35:00,99.98999786
38639,1325,0,Standard Class,Electronics,2015-08-14 16:40:00,27.98999977
37908,5505,1,Standard Class,Cardio Equipment,2015-08-10 05:07:00,99.98999786
161109,4210,0,Standard Class,Cardio Equipment,2017-07-29 19:42:00,99.98999786
167556,11229,0,Standard Class,Cardio Equipment,2017-09-05 10:32:00,99.98999786
155832,9385,0,Standard Class,Cardio Equipment,2017-06-28 22:43:00,99.98999786
28340,900,1,Standard Class,Electronics,2015-06-15 10:27:00,31.98999977
157243,6217,1,Standard Class,Cardio Equipment,2017-07-06 23:03:00,99.98999786
167475,9466,0,Standard Class,Cardio Equipment,2017-09-05 00:02:00,99.98999786
117458,4596,0,Standard Class,Cardio Equipment,2016-11-17 02:32:00,99.98999786
158605,5206,1,Standard Class,Cardio Equipment,2017-07-15 03:15:00,99.98999786
168920,2823,0,Standard Class,Cardio Equipment,2017-09-13 07:01:00,99.98999786
47235,10408,1,Standard Class,Fitness Accessories,2015-10-03 15:33:00,34.99000168
47141,11011,1,Standard Class,Fitness Accessories,2015-10-03 01:53:00,34.99000168
167108,40,1,Standard Class,As Seen on  TV!,2017-09-02 21:35:00,99.98999786
117346,11636,1,Standard Class,Cardio Equipment,2016-11-16 10:04:00,99.98999786
137558,7454,0,Standard Class,Cleats,2017-03-13 21:18:00,59.99000168
151253,5138,1,Standard Class,Cleats,2017-06-01 08:13:00,59.99000168
133933,8696,0,Standard Class,Cleats,2017-02-21 05:12:00,59.99000168
141623,2329,0,Standard Class,Cleats,2017-04-06 11:27:00,59.99000168
129598,12431,1,Standard Class,Cleats,2017-01-27 02:16:00,59.99000168
7333,10860,0,Standard Class,Women's Apparel,2015-02-12 20:36:00,50.0
136156,12094,0,Standard Class,Women's Apparel,2017-03-05 18:30:00,50.0
146742,5088,0,Standard Class,Women's Apparel,2017-05-05 17:53:00,50.0
18572,2200,0,Standard Class,Shop By Sport,2015-04-19 04:03:00,39.99000168
13366,10966,0,Standard Class,Women's Apparel,2015-03-20 01:17:00,50.0
149496,3997,0,Standard Class,Women's Apparel,2017-05-22 01:56:00,50.0
148919,8746,0,Standard Class,Shop By Sport,2017-05-18 12:26:00,39.99000168
8590,3687,1,Standard Class,Shop By Sport,2015-02-20 11:29:00,39.99000168
21144,9162,1,Standard Class,Shop By Sport,2015-05-04 15:04:00,39.99000168
133575,8993,1,Standard Class,Women's Apparel,2017-02-19 07:19:00,50.0
5047,5875,1,Standard Class,Girls' Apparel,2015-01-30 09:14:00,70.0
139774,2502,1,Standard Class,Girls' Apparel,2017-03-26 23:33:00,25.0
131429,9563,0,Standard Class,Women's Apparel,2017-02-06 13:27:00,50.0
140631,7259,0,Standard Class,Women's Apparel,2017-03-31 16:43:00,50.0
144695,3131,1,Standard Class,Shop By Sport,2017-04-24 03:43:00,39.99000168
140615,4140,0,Standard Class,Shop By Sport,2017-03-31 14:58:00,39.99000168
14655,4539,0,Standard Class,Shop By Sport,2015-03-28 00:13:00,39.99000168
13796,6071,0,Standard Class,Women's Apparel,2015-03-22 16:21:00,50.0
922,8730,0,Standard Class,Shop By Sport,2015-01-06 08:13:00,39.99000168
130831,9634,0,Standard Class,Women's Apparel,2017-02-03 05:14:00,50.0
4452,8010,1,Standard Class,Women's Apparel,2015-01-27 00:39:00,50.0
150929,3484,0,Standard Class,Shop By Sport,2017-05-30 11:22:00,39.99000168
16941,7307,0,Standard Class,Women's Apparel,2015-04-09 21:35:00,50.0
11226,1975,0,Standard Class,Women's Apparel,2015-03-07 11:38:00,50.0
24177,629,0,Standard Class,Women's Apparel,2015-05-22 07:20:00,50.0
152307,11753,0,Standard Class,Shop By Sport,2017-06-07 12:25:00,39.99000168
133008,5375,0,Standard Class,Girls' Apparel,2017-02-16 00:50:00,39.99000168
131482,1695,0,Standard Class,Shop By Sport,2017-02-06 20:07:00,39.99000168
11689,9884,1,Standard Class,Shop By Sport,2015-03-10 00:15:00,39.99000168
8807,8498,1,Standard Class,Women's Apparel,2015-02-21 15:31:00,50.0
