user_id,primary_device
a246-d1979da92a035560e2bc-e4a1fc4b,смартфон
80c8-3f2e6731d0889e5a74b6-7f759cef,планшет
aeaf-b102799a9db5edc8b268-b3237aab,смартфон
d02b-ed681906f0e73a560fc7-c3e960fc,ПК
9486-e0194ac5bb37cd805d7f-1ad9075b,ноутбук
46cc-7ca3c4e0039edc2fcfd0-bb93b18c,смартфон
d350-3e6da61db2880e50466f-d15634fc,смартфон
328e-d7cd594a7c45aa15280a-20322ac0,смартфон
4f2b-8804cf7483849973bdaa-16e73460,планшет
107b-e55f13dd23af5541b8ad-f3c239e8,смартфон
4a8f-32b7d13b6c6007024819-b603d308,ноутбук
51d0-f9b077d25aad8a7b8b35-9fa29d6b,планшет
2de9-908e4f6276eb6a4e547c-2cdb8387,ноутбук
bce6-24b46853eab94c8fe015-e515e2d0,ноутбук
9528-0376a7014bc88b0d8918-8829a34c,ноутбук
1d40-3d1298bc4965ca9c537f-279129eb,ПК
3b8d-1c884bd9f244aa022b41-43236dac,ноутбук
f86b-832766d0cd7c4701846b-030fada5,смартфон
c674-52ab07999f19efab0bc7-86f0b75b,смартфон
e351-0913d5d13fdde03b8157-ec3c9cfa,смартфон
6cec-8f2fa5f1061863da180c-944c29c6,ПК
f301-b7a2eaee7d3cc5745026-08ff7695,смартфон
68d1-e8512336612544465b33-61779e8a,ПК
a448-f71673804fc35a24752e-10570274,смартфон
a264-7a3154b30450e4c7ffa4-59152eac,смартфон
246e-2ade2119c933db48fc8d-fcdede25,ПК
c567-99a0d6375ae8844795fd-8eec1494,ПК
401c-7a6682be3fa36c03b874-d52c4e09,смартфон
f31e-6befa73041956484c722-122e1401,смартфон
857c-69d44ee399e9d461a86b-72054180,ПК
3aca-8c09435550bf6ad452a0-f504f887,планшет
3a4f-c3b2fac2b8f2b255422b-4752f906,смартфон
5866-40a269b9436a2940471b-d4d4f173,ноутбук
a797-b4061799a3cf4480bdc0-2a83e141,ноутбук
3531-7ed573e4cb07caf1f83e-6346b77c,смартфон
fda0-4394c5109fee591eeb5a-78ee373a,ПК
09c7-3c3e29556253dae01d72-a09502e4,смартфон
6135-e5827308ac81eee06b3b-cbfb9ca6,ноутбук
37e3-d49d0390b987f41b4d8d-f77bbea6,смартфон
5b3f-51bf61493c770b65c574-8ec769fb,ПК
3577-e1d390283d26efa63617-78a809b3,смартфон
9a52-2b16d4c9ae998155f6c5-97a9b6aa,ПК
998b-a2cbaa7f55c2c6ac01f2-fc9316c6,смартфон
8db5-74f4ea27e11c9ed162d2-aa16064e,смартфон
4d7d-2d0e09f3642e74abfbe1-7041a3a5,смартфон
b182-59f0ac5858b8715f2bde-e8650070,планшет
ccb5-94aeaa3d61ffffcc2cbc-a920d024,смартфон
e464-762dc5ae00617bc7c732-333384f5,ПК
f3ba-38d91b4e510dc1158fc7-30526ec8,смартфон
f1a8-f66eee08cea297b1b4d6-b1ca3231,смартфон
9128-e1bc7a58ba5f5e314008-03dfb666,ноутбук
b77d-7cbfdf50c1f4e3dab4f8-17a976cd,смартфон
0bef-512ce53f5744b0672f95-5d55751e,ПК
bc81-1a0a8d92b0d3f02f486a-ccb34732,смартфон
11e5-60011f98fe5da8721364-c5a3930a,ПК
0709-ffa9f8bef62319e6ebe8-40ff91be,ПК
5b4d-4a7541da348556305642-8cf05fba,смартфон
fd31-9b0c7be5a58fd7b4317c-bb00eb51,ПК
ce19-613b18402d16bf218396-fb590e94,смартфон
09d8-ad1dba170882bda1efaf-d1949364,ноутбук
f2a1-2f8012cc099b3adbe0d3-6113b5e2,смартфон
4a76-1a9bfc8becd7ec2c0774-4c805264,смартфон
c17c-14e8644816cdac37415e-501a924f,смартфон
c3be-ae9ac6b9363275b6d3d7-00476c72,ПК
6941-ded2d675a9cfe01825c3-3b54d98d,смартфон
bd40-8c3d89aec7a4f967e7c0-b5313879,ноутбук
5e80-decaaadfedcb2c593187-be220972,планшет
c6d1-aba6e6fb75cd7e70776f-89a09bb7,смартфон
fc34-524a99d5b327ad7e252d-5e70fb91,планшет
f45a-cfe100f3852bd9898527-a7a1b986,ПК
9819-98b4c07b8b49f4c581e1-ce44b2aa,смартфон
2f6c-0a8465e79ee4b1092dcb-f3bd52bd,ноутбук
fe8c-b502da62379fae207076-ae6344ea,смартфон
045e-5131959911c2de07c180-19d28d3f,ноутбук
9268-79ae0a14d4f781492648-ecf6461b,ПК
a7e2-b68311dba2817dd594f8-b7bc3133,смартфон
5aa5-3890d0fe495b33e1cba5-790a3a87,смартфон
59fc-9b82cbcbaabf9144dbe5-af9b549b,смартфон
3e3b-d6bfdf6ad67ecca1b966-a2c13c47,смартфон
bf11-bfff017e788e6697012a-a28e3e1c,смартфон
d37c-41c6036d33dfd3949fbb-baf67f34,смартфон
c490-156e9e860a1f864bf9d4-9c3418e7,планшет
8cf6-cc5ffcbbbf6e761aea08-89d8e9de,смартфон
09e7-758f9b56f1b000f550ff-7c31eb13,смартфон
c47f-59430616c124ee3040c8-3fd734da,смартфон
c702-347af14e24ba372c6832-e8458e45,ноутбук
1a40-37a04bb7614135a5efa9-f9a3f825,планшет
89fb-a7070ffdedf86d86e216-d1ebe261,ноутбук
7a37-d99fb34d97c4dbb163e6-8b67ca6f,смартфон
84b8-16993a8a4a08dea1376b-35ec9ad8,смартфон
197f-80d3abde6286a8572314-6a63d9b7,ноутбук
2ed5-ba2e440c92cbec839cb5-ab2d8be3,ПК
abf5-5a5dea763edcf1070077-23f7d297,смартфон
3895-ccc8c67f7748f241ee14-89a2888c,смартфон
0d08-8761694703976ac96837-40c070d0,планшет
9248-cd30b4e28db0f724a8ef-063132fb,ПК
5127-05bedc949a039d474d2b-a3684d5d,планшет
a140-0534ca10b6c78cf977d3-9a64ab98,ПК
5c8d-92a40b802504ae4913a2-a5909301,смартфон
b322-da96a5c92e8c3c3a0bcd-06a1a1b6,смартфон
a714-90ba360f869f46836629-e173da25,смартфон
8f0e-d03f101eb2312d79e37d-cb17a918,смартфон
8acc-a45ed9f04bdc808240a6-046d37d5,смартфон
a414-93056dc60093127a5541-a5856677,ПК
72ca-32335ebd35b6e9357970-0ce28442,смартфон
7bb8-2634c08dcbaa96982852-a5cbada9,смартфон
6f6c-89bc0c9ef2537fc72326-aa78141f,смартфон
13e6-e7952e4bea522f1e44a8-24e9c4df,смартфон
6292-81878fd3ebaf8dbc2bf7-b649c886,смартфон
51f6-a4d5f89e8131df5d61ec-f199b886,ноутбук
2f0e-5ef4bcc3f24950e8ca1f-db2af5cf,смартфон
2846-ea6ad9474654c0294e63-4f994e55,смартфон
dd97-36d80677bc61c0f2ff39-1ddd5e78,смартфон
07d6-b2ea9e6d090cf283fcfd-605317e5,смартфон
0300-e28110f21f38cb245946-2cfbab28,ПК
6a82-c9fcad079807b83e1dbf-2ee52b77,смартфон
ace6-fd23780c870dff49aff6-18c7d28d,смартфон
e496-f63b45f14f35e3440098-2cfe244d,смартфон
7919-713d1dd1b390abb8ff0b-3a42c996,смартфон
19de-e5f8679871c59e9678de-c7756ceb,смартфон
5dd4-7b024a448b3240840a42-cd3a1790,смартфон
081f-62820cc01db2c0948e41-647f37c9,ноутбук
4e50-d2bb503373389a2e1fb3-2a3fd67d,смартфон
ef6f-4f01219c87c29a48852b-89ec67f7,смартфон
89a4-910e553c46c49ce2f03c-ebe6aa6d,смартфон
be45-894fd0701db3c89f3cf2-033f6d02,ПК
45e3-58e5f5f9306730533dd0-d236e73e,планшет
660f-526ed0a5577c1d93a1fa-2d406c1d,планшет
4df1-7e24e02ca6db825a97fd-3838dc7e,планшет
f011-46ba61d52bb202c31d74-5ce65dd8,ПК
a4ed-dde4622578a68a954389-75adffcb,смартфон
e45c-d9f6aaac0686604354b0-771db9c3,смартфон
918f-c7d10be002b3cee120f1-304432b2,смартфон
dd0a-a299b94a0d1393ea0931-e1a06251,смартфон
8103-7756cba8b4a7f55be6bf-a8770c29,ноутбук
5298-a25ce4edfbe741c7ac3e-99ee295f,смартфон
1f62-d26a029f5ee4b29d7be5-ee44091f,ПК
5329-93b202724e0869aeb27f-6f49d124,ПК
8c99-d81974f428b369026726-311b62f6,смартфон
ae04-41c163b9bd14e41854ef-1dda5a71,смартфон
154c-2ab7fb20eab76e23e787-c8db79c6,ПК
1e3b-06bc451f356ec5f6db07-e3b564e8,ПК
3d53-8af4a19aab856c4a687b-0d6cbe8d,ПК
2d1f-89b583e90e650152c313-1c7b9577,смартфон
6a48-014acbfcb8011cfb299f-8edef30e,ПК
8585-428fb9186e49f989b057-60afc388,смартфон
c6f8-60c42f4008651319fa59-709e698d,смартфон
5e42-e9af5ecaa09346cd92e4-ece5c674,ноутбук
5a7f-a55c3459653b022cdb95-41f51d84,ноутбук
f13d-9941994591433041af12-c3fd25f4,смартфон
e25c-ba8f82278a880ccf89ea-22eb2cd0,смартфон
d05b-b17762a1c5ef409c9c51-02f88427,смартфон
a430-9676e26fa9b11f533e52-43bb0412,ПК
13c9-fed0880fca83c44991b8-b41c693f,ПК
82af-275d37610ec4c6847bf6-809b9fcc,ноутбук
44c8-a174762d7e8e829048b3-41c0cbf7,ПК
7229-42827a95d0076ecda0d3-fac6ba75,ноутбук
6923-9ad4f14ffafe7ee19ad2-5fede317,смартфон
5ef3-95a24833bae89f8273ea-9233d81e,смартфон
be1e-259d0dabb05b7d747327-325dc12f,ноутбук
ea4d-99b0c5eeac9a01929882-fd3d502d,смартфон
db9a-7b8e9e94448b7fcb19b6-4edca15f,ноутбук
2214-3d48bfc08be88ee0ba68-a5ccdd63,ПК
a0f5-c5eaa9eb6164f79e73b4-3b2502ea,смартфон
cf7d-eb132fa6dd3a21f5a977-bd668691,планшет
30e0-2db6f633d9d38d38e70c-59db5478,смартфон
8136-d7051fba73e8d636bbba-917e0144,смартфон
e60c-dd2231fd3b6047892469-5e96a9d7,смартфон
d69d-10cc21e0bbccbc649848-a76022d2,ноутбук
fc4b-62b0fec3c90fb70f98f1-5e606a7c,смартфон
1ac5-c641390c355ee3bd00e1-1d61aa4f,ПК
7cd9-0004bd3617e98bc9ed25-8df17e1c,ноутбук
140b-7daa4a8b48720ae1b560-f476e4b5,смартфон
6a60-203821432dae787bd283-37f3bde4,смартфон
b579-d1ffc04e5c703c7deac8-6afb7f09,ПК
fa15-50ed8b2f16897e3fcf32-ad41448a,ноутбук
0ed8-a5d5b655cebeec87f5a5-850d48b0,смартфон
eca1-cf0e5bdf1eaadf78bdc8-f8975597,ПК
4e0d-380eed72db7f7ad20b9d-dc170d06,смартфон
00d8-ddc698fad7397ff515c3-6e1db7e3,ноутбук
5817-a3aeaaa89a16c8a1b1fa-03a1d19f,ПК
b699-b59811eef07cda8dd7e4-834d5b38,смартфон
f191-67e1887a88bf1535f9c8-ed629276,смартфон
e0ad-d59413bbab6cead63c7f-1efdc1cf,ноутбук
c84a-86b3736a7f4c1c8e061b-0147430c,планшет
33b6-c32fa9887ba9c5c8794e-360c4c51,планшет
0843-81537f6f9354f9d6b58a-f4267897,смартфон
fa0c-6724343617df4a13b2d8-1e15ed3b,смартфон
d361-31ced9ace42d5d493623-a5e108a9,смартфон
c210-4ae28474a766bed4a7cf-0608abf0,смартфон
8d0b-f6e0d3c832250526bb4d-1f6e26b6,планшет
fae7-9299db9dc58cb91d8120-21a9b92d,смартфон
3039-4d91073577610ea47d10-97c200b0,планшет
d86a-58f62632def7b9ea71a7-528101be,смартфон
2ca9-271c99b57fa20fa16820-924a94fb,смартфон
df8e-7dbd562788b2c450e615-1bf54c07,ноутбук
73fe-f0b5061db69a3ed66afa-9f5c8d2b,ноутбук
b39a-8e1686736834edad38de-dfa8f1d2,ПК
8129-45aa172d7ee9ef4eecc1-1566461a,смартфон
a531-a1bfd2e804a370025458-964672d6,смартфон
258c-f39c18e4fab5157bd407-fce591fa,ПК
8697-0c04d80938d472aa3864-78efc9a4,смартфон
fc96-9f176ab61fcd05b85435-61978f5b,ПК
7cd6-00df272ed7f4ef9c3c12-7a4f5102,смартфон
288f-e19ed24d42196947f05c-294825b8,смартфон
5992-8e5cb3fce82f24a6ff0a-7e190320,смартфон
ca61-bb0f4e1b7c59c5276405-35215b4c,смартфон
c9df-91583e9f33f36a34b5bb-9a9c5ab3,смартфон
e7ed-324a2e8fa31469007864-1b12d026,смартфон
e256-f3130bd15e1a906bc6bf-bbba9faf,ноутбук
cebc-1039c0df702a51db86da-9848ee9b,смартфон
f8ce-a2d58f3f558f85f0d468-3b6e0cf4,смартфон
2b9d-422aec712b095b6a831f-04a32e1d,смартфон
e078-c73bba63675c419c64c7-d5001705,смартфон
1e62-3c34d6261faab2da5d22-31fc66ea,ПК
62c6-e057ef292d7e0ae673b0-568718fb,смартфон
fb10-d9f178750c3d2aefb46e-b2264d3b,смартфон
f8d0-f6187676f8f385010ab6-83b24c91,смартфон
a337-78bdf5bc1f65ac3ccbfa-58d7ec04,смартфон
3534-737eac2b17659a060769-95605ddb,ноутбук
a8d3-2c63c2076559ade22205-3963303c,ПК
a771-5cfa8decc44dd75a21fc-4689e44b,смартфон
96de-25e4db6ec487c449e7a1-4e0d9075,ноутбук
c84a-19dff47d7d57d4c1fc51-ec41c1f8,смартфон
6cd3-b16fe08a3b6a8c6e51f8-a6d26da9,ноутбук
0350-6c1209fde87626fff037-84c8db73,ПК
dd71-f5e3d3024a482da0264c-aa9ef170,смартфон
1dde-237be5c57883ac23b6b5-4175e9e5,ПК
2d9d-9d37fc239dc997c33e7c-fd40b379,смартфон
e571-8b47a41a04d170673f30-58621ac2,смартфон
5119-b766378767e7d0c147a4-341512f9,ноутбук
0f9b-2953a28a05546235e3cf-82270aeb,ноутбук
ee26-44a54765f4aa881ca8e6-50b80e56,смартфон
a565-a1b2e6e5b46b71bc27f3-dcf4e907,смартфон
f545-8c95aefe8d3e5548a689-a5b2fd39,смартфон
0b81-7e46fc9b36ab48ac1d31-39f70424,ПК
45f6-0502358a615d5fbf580e-212adf7d,ПК
cc8b-94479f8bd1d647469fe8-539a6c2b,ноутбук
20e8-ee062931d4fbadf6ce7b-724aa007,ноутбук
5c58-58b808ba58a2dd9957ea-16c1980b,смартфон
6cf3-0915520006d80edf6f67-19e08a93,смартфон
0456-748368a5ca807a6aa0d7-1abdff3b,планшет
9d3e-2eebcb1644454256d664-72a1a3c5,смартфон
3c84-23ddcd3f71b0631de34a-83df3728,ПК
a465-2a5064708e2b7793ccf9-886f8512,смартфон
0fca-b78774a93f35315f3c2a-5c7b647a,смартфон
0c10-3dabef75f94d3a87a2e6-2d31cbeb,планшет
5699-9004c04dada7288b4c40-243006ee,смартфон
bd0b-c1ed5ac9d3ebebdfc6f7-63169135,ноутбук
d2b6-be6237596a9cdb3261e3-bc7f7526,планшет
2579-d266bb99b98a427b59db-3b44c648,ноутбук
378d-37d152a9a5d390a5f9b4-9859c5f2,смартфон
fb4e-a0b45f0e9ead3c198369-a49cad06,смартфон
027c-b15b193190bff898f623-35dd48a5,ПК
66d2-a2635a4793b48f66dbe5-a35daa7d,планшет
c1af-eb06cd6b017223bd1059-0ed18cd5,смартфон
d693-e2cbeb7affdbf3a821e3-c66d44eb,смартфон
23f6-10203988b7c35f7affd8-6ed260e7,ПК
886d-0eb95bbbfcbcec519100-b44eb430,смартфон
2fde-ad9780a3f6fa53a7bf3c-ab1af322,смартфон
aac9-6642823e9f16364f7778-f851eaf5,ноутбук
a5e5-7a2160cade9557409b97-c3001371,смартфон
5774-000992ced4ff7d006447-e9a74669,ПК
c6ec-33518429ac1f1184fae3-a0ce2ed0,смартфон
2dfa-e8688eeb81273ebe4f86-71f348a0,ноутбук
63ab-178f4c79584a40d49cac-59172084,ПК
7940-01903eb32f632456ec3c-bffdea3b,смартфон
32ec-fc4c056b500e71b61b55-d284f651,ПК
e437-790d99eea2bf5ae58c07-e8941139,смартфон
c70a-45ec3191ef5b486f325f-9f4aeb5e,смартфон
4175-da3fbbb77fc8b95011a3-13efbf3a,смартфон
b7ee-e928372a86d8894868b5-8994244a,смартфон
38cb-e6fe0e47d6ede8e6319d-4ca712dc,смартфон
1f5a-37e512820e9bb01dff55-58e8c546,ПК
32f7-be744a2f7a1355560cb0-52a6ef71,ноутбук
57ae-bcbe932c0002bb6dc190-46230a8a,ноутбук
2c33-b934dfdc1181ab8e20ee-86486545,ПК
6f9a-63872d1062738f5e5028-c8c40cab,смартфон
417e-0cdea630e00f1eb6b760-b16e8867,ПК
1403-cc6f0cc9759fa526d86a-334dd97b,смартфон
62ee-0733908e6df98d8589d7-951e5674,ПК
7b48-a3a5985204944e7b4efc-95a3313d,ПК
b82b-bed9d1f36c035e96f15b-0b210168,ноутбук
b588-d4d740fe5a4e457e2d5f-552f5ff9,ноутбук
baa1-8bfeee0e47c4bc044f98-04011e9c,смартфон
aeef-1cb763a104d6e8eef7a4-30154ff9,смартфон
06ad-b4f94cd10b2f94f7ee55-2ae81053,ПК
ebb2-381dc7b22fbb06a530b0-c0cd3d45,смартфон
2e15-99653862473c6c3708ae-49001e30,ПК
e83b-7b02f9951823d9589308-78d6a6cd,ПК
5d27-cc3af9edef00a9ba2f5f-35cea306,ПК
a640-0e5a1a3f6d1cd8d686e8-e6093624,смартфон
a13b-825a16070d99c0fb28f4-d1215b91,смартфон
1554-f3dc7d0072d17f149499-d97e32f8,ноутбук
380f-8a5915481d38148a45cc-c0e69c25,ПК
7d91-3e2a86df4370f590eb8d-a30a722a,смартфон
6a1a-c1d886343795dcc81db2-bb190778,ПК
5965-46f65b9c0d79736874b5-c2572d1e,ноутбук
c6b0-04873b94b7eabca33448-6991633c,ноутбук
9e2c-1185de739f60c246b4fd-1d25d314,смартфон
aa1a-87f3b6b3b7c6c378eeb6-9c9a3346,ПК
ab3a-fa54f187185c81f66ad9-a5895618,планшет
4ac2-2c52d859fe0b1f04924d-e68577c0,ПК
3a8c-62e2760538d5a10b621e-ce4858d7,ПК
36cd-5c0151902c5d1aa10c1a-3d249260,смартфон
dd96-a009b536e6893316ef11-7e3c061f,ПК
251e-5dfe049c3debd9ead5af-79932b3d,смартфон
b30f-e7c0b76c4516f3729e6b-5445c554,ноутбук
fd27-cb124b4885f1f8b4ca24-c7696e2c,ноутбук
06cb-2dd2807fb278c8f2fc6a-5a7c33bd,смартфон
befb-06f60b7dcc8b9745afba-dd639f2e,ноутбук
65c6-23c9b6b59760c67670e6-991e5c6f,смартфон
3d65-6a296152f5721872e12c-5be4fd1d,смартфон
9d60-835c48fc0d172031d339-fc4b726a,смартфон
3f67-21850035bf6e63667c70-10a960a9,ПК
d02e-19d07067e2341077453e-14b4f525,смартфон
ba6f-3bb09883fcce1a08a4d5-a9c32663,смартфон
f971-dd06125602bf086b1233-db453f75,смартфон
a138-8ef7b9d441c150b0940d-10e8c6a0,ПК
6bb3-69405e25a54766291985-f7097d08,планшет
1739-c8efa667ee7eda3816d0-50360fdf,смартфон
49c5-69643094f8709fa9f838-9eea59aa,смартфон
7206-fe66453d6ce1ae632af6-c528b4b6,планшет
e3c9-611fd9a0ea7ca81b2d38-3f9a1449,ПК
589a-974338447e9c4f61fed5-be5341f2,ноутбук
e37d-5d9f69d3f54f032588a5-424c3dd2,ПК
4402-1878a0e9846f48d18459-fc421486,ПК
0e1d-9ce179f709a4ac95d5b8-758d5e8f,смартфон
1566-31beca125644509c3bff-23c0c209,смартфон
b4e6-7a61e5d2996b2a4f94ca-82c590d7,смартфон
1893-a09d417eb92f01b8911f-36b93930,ноутбук
196b-076f629b11c593573e9f-77ed91c2,ПК
16b5-b3e47956293497df6b85-da38d8f6,ПК
fb14-97605c604bdf4d5dd411-562e84e6,смартфон
20f7-d11f954d8215c4df2385-5dd5f4f2,смартфон
64be-59ac036c96c83b13235c-91b13c96,ПК
e0b8-c36c3de032b615ff9f7e-2f86cbbc,ПК
b4d5-76555d87990cfb8d9ca4-2af81297,смартфон
c935-a675a28511f8df6de4bf-479f4617,смартфон
9c5f-74f0ea0ce6e726e0ff66-66e2cafa,ноутбук
9cf9-66118415f6071eb4b0be-fb1a868c,смартфон
346d-5bfab3c95dc778f73163-2e2800b2,смартфон
e6bb-0e998b984cfd365dec48-74e76fc6,ноутбук
b7ca-c431f7e6c8d600a6a7a6-d94ed539,смартфон
5d69-4ffff9f9e73811ac0e2e-712f1156,ноутбук
78e0-7a5f8e03ddc0a30d5857-fb16b6b8,ПК
60a1-4fd2af9144f34e40475f-1290f026,смартфон
f887-39ec8f06216bce548350-11464066,ноутбук
bc47-1eb1d8e0f4815113677d-e52c7bdd,смартфон
1bb3-a064d83a4f7debf667d0-c57102c9,ноутбук
49f0-f8266a9278ed5e02905b-713f0ced,смартфон
4e40-2731c8a7fe5ce92542c2-77665f9c,смартфон
f44e-349ce5875d5e278ae3cc-2ca12bf4,смартфон
1410-54b561e724011b61f94f-18aeb1c9,ноутбук
bdd2-72bc24ed103ceda593fc-6705439f,смартфон
7981-cc309d3e69f6b247fc75-a475c8ec,смартфон
507b-30126a93adb4b17d6ca1-21a3d274,смартфон
1250-0e414c774c1440187abf-111bc3be,ноутбук
6eed-8dc9a1b2705fbe9eedd3-6c1902c0,ПК
846a-088280c9965abc4b43c7-7c8e7685,смартфон
cc6a-0803c5e4229c2063fc19-8507b8d4,ПК
df98-2338e966fa3e1dcf6b10-344cc213,планшет
0d8f-d0d914e6cfdd3e376bf4-d9821876,смартфон
2886-d78714e75b96d88a8788-4d48b1cc,смартфон
501e-85d9894a7daae28a1bb0-8e321c49,смартфон
2022-58cbeefbdc7027af0853-0a38318f,смартфон
7a09-3138e722675f9489a647-63b2f9ec,смартфон
fe3e-60f9209212cdf08877b5-ca0fa52a,смартфон
961a-207a470b28dd9499414b-be0ae3af,планшет
f561-7ca98fd234e3d9f40c15-3639e0c2,смартфон
3723-15c999b9e56206014ba8-88e4c864,смартфон
2b37-6a9378fc7a90eefb45f9-2024dc52,смартфон
c755-dfb499774f0470c6f826-b17a1c94,смартфон
342c-f83e1cb30de14e193f80-a21beecb,смартфон
a8ea-684ae7d60744ea0da94f-73750c5c,ПК
b3a5-40d0c686c0d453f3a8a4-37348265,ноутбук
c336-d6d507d4256a6a7b9f2c-caea34e8,ПК
d2b2-339d21dc1a951f034319-1b9520c0,ПК
a1cc-10826aa0b96ecb3edc88-cf5fba40,ПК
8600-8c5a7749987d1bd8e706-225b9c95,смартфон
2695-ec26f5c09a93d8e2359c-380fcd7e,смартфон
fa62-ef47d2d67ac5e16827b5-6231f3a1,ноутбук
c5e6-28985dfb9703a378f6ca-1d314c3d,смартфон
0030-bbc1be193874ae505ebd-06f29b7d,ноутбук
a249-04948cf1b4f5a8fcfc90-566e3c2d,смартфон
2a77-c1bf60c50b1bb5eeb1e8-e075db70,смартфон
34a7-61c86225a7eb7c63147d-392ffd78,ПК
b4d9-b6de5ff58248522c5892-8018c6af,ноутбук
fec4-1627aa8d682ad68abd7a-2655c63f,смартфон
5e90-4c3a4cff8b02f6cdaf25-1743f65d,смартфон
025f-2693cd775611170c6031-a9e52b28,ноутбук
dacd-52864da137a026391b80-e83690d1,смартфон
4bd9-043a0374727acdfc39a2-a01abfcf,ПК
be23-e8ba60a7ab3180f2a4f9-adf94a84,ноутбук
