user_id,surf_depth
ba51-ea6bfbcf11872ed354cc-f9ad8301,поверхностно
1448-206a0f8dfce3d7388995-377c4302,поверхностно
e00d-bf4ca99bb5448e3760b8-f4265a18,глубоко
6764-8c80987b22699f1a0f29-1447ef29,поверхностно
f8bb-5cc6aacc4b47031e3e8b-39d8a381,глубоко
49f1-8cbaafb9e6976ce7fe94-0610846d,средне
9f0d-b8a27de955a78af97377-63c0e4ba,средне
d4c0-5b481bb47b92ad04725b-f478dc57,средне
74b1-b772a4510872d4958e27-2f9a78fa,поверхностно
394d-820e871b40d3ba993a63-3e7c22c8,поверхностно
a977-216f459c31ccc58b1d10-eff5036d,глубоко
64d5-141340ec7b08f27b57b9-a7139532,глубоко
209a-d6f977c1b10453b303b4-b8f337e1,поверхностно
ce19-613b18402d16bf218396-fb590e94,поверхностно
93ae-c7d787787fd0cedcd080-14c77071,поверхностно
54af-3e897e260f00eebf97ee-a0ba288b,средне
9dbc-2738e52db572defa0f71-c2e1598e,поверхностно
15e3-c6e2ff41f2cd7391e752-2851a372,средне
f29e-a69f76e847b75dfdbee5-e90db096,поверхностно
7e53-628e2ed9462c4a78d06d-7a7c339e,поверхностно
5d71-20b2dc8e784bc7725f2e-6a323ff0,глубоко
9ddd-cbdc1c45f334c28d281e-06d1a3c7,средне
1473-96419f599a0872718a46-f50568c0,глубоко
5298-a25ce4edfbe741c7ac3e-99ee295f,поверхностно
1a36-9dd38aaed51e80b2ded5-2769c2c3,средне
9fca-f882709659f1bc5ce60a-19a5835e,средне
2f59-273cc0f5a70f792c2a43-db90118c,средне
d909-9b1ab89ffb3e9faf32d9-20af04e0,поверхностно
14af-2e95b9c1b30bb7375176-7376d287,средне
d248-c03f37f7735b243c3d79-7cabd2eb,средне
64f0-4631f7f4a596e25fa29f-ccd7f5f8,средне
d520-6c0be7daf53bf4eff514-cbc08cd6,поверхностно
eca9-cb8443114405be86e0c0-fbcff0c7,глубоко
cbd3-0e5330f2adabfeb4dff7-06d6e937,средне
74c7-a07eebaeefefcd147436-60cbc4bd,средне
5073-dc36788f36f943f4dcd5-8ecc1d88,средне
fb8e-160c8d5fb91092acd3d5-c8942f1b,средне
301b-e2679eac1d1545ba3e63-c1c48af9,поверхностно
cdf3-6c8aed28dead4bc367e2-59717e16,поверхностно
2e3f-58fb06afe3170944c296-49305082,средне
be55-6491b263d51124ae03a6-02d04bf0,глубоко
5898-61adbe8b43e7ec8767ab-4a32cb15,глубоко
200b-089bdc8cfd34af0446dc-298ee16c,глубоко
5f35-7a86c3f50207eaa92673-50ac9e52,поверхностно
fd9e-22c534c4fed510dc5ffc-80c317b5,поверхностно
07b5-45721a700d311400a9ca-31be9f26,средне
8a9e-0f07fb7d400f3dc38685-8964be5a,средне
30f2-2564bcd0e1ea3b403fbe-34c73853,поверхностно
b0b1-a6d605c2d6386e9f46af-c03fd30b,поверхностно
3d9c-9baf72bafd3b97ec1b6f-7bb38e4b,глубоко
034a-3392a91b1a0c261ba9de-2d59db2d,поверхностно
4ea6-81b1f67439c391a48446-9a5dedfd,глубоко
343c-9cde9af4e3a82dc9a34a-a636435c,поверхностно
618c-e75e0657036e4e5feb99-de762d33,средне
2ac4-a58291749a1caf0c3f63-7cad45a4,поверхностно
f6bd-5602d8d17bfc3d9a08c2-11c6f37e,средне
ed71-abece60e9319dbee9036-b5ce8c5e,поверхностно
27b7-846d4eddcd6fc2eeac02-4f46c003,глубоко
41a5-2a240b27522c54e8c83c-1ff5d468,средне
4611-fc27a7f59fc90d110f15-15b6ad04,поверхностно
d8ab-69b95cd6c1b88f43d830-ee8fb80b,поверхностно
8f39-b20cf2d50015e51adc37-596550b6,средне
c963-72793c2a84b6313a1262-18829e76,поверхностно
ec49-af42981776164eed0d55-87da058c,поверхностно
355d-e5835a6803590731d41c-14b0a8ac,поверхностно
6b02-28f732a57f92caa34a11-7dd0139d,средне
fdab-754d9408f882979674d3-b418ee11,глубоко
de97-9abd3158e54fd416390e-fd8e4853,поверхностно
a4b6-66bd84a9af52d45eb373-b7c91ebb,средне
027c-b15b193190bff898f623-35dd48a5,глубоко
2ad8-309b6683817946d1db1e-a9d52266,глубоко
1bd6-e3c5ad4aa9c815f66d3c-4c164306,средне
dd94-d9a8a7a6fa1c6118e732-028764d9,средне
43f5-fefdf0b6fb8fba5555eb-1793fcfd,поверхностно
7702-ebf1877c8f243f6215cc-a9980138,глубоко
1d96-e839413b355fc487b6ba-e9f003c1,средне
834e-a12dd3729b95ba3b44fc-b0e6c755,поверхностно
dceb-0e4d1fd03b085d3bdc04-c3a2e92c,средне
7e1c-49ccf23f104cb6e7345b-6b0ebf99,средне
721d-d4d3045ef424621ca446-a14ab1be,глубоко
221e-fa1fd4a205b322567d44-eb188088,поверхностно
963f-30eb15eac5a35f8586e5-e47bfd4b,поверхностно
871c-bbf3e5e468a9f6cd6ba1-288d7a8d,поверхностно
ca8f-6321e13b2b8fa8b17dcc-b0081408,поверхностно
d92a-6578ab297ae03edf2b4e-b82f5554,средне
6159-b070122ca4b93fb67d6f-0a3c7bd4,поверхностно
0e4c-bdaea0c9b57a84e86867-4e00883c,поверхностно
ae65-df8e9fa86ab0d0805c94-acac8d04,глубоко
b81c-ece7afb9179a3344512f-dac229b4,средне
13fc-271519f49114d61dc24b-f794b4be,средне
05ba-fed61ca9946580e9daa0-dd674bda,глубоко
f4ff-fc8789e09e960de3ab30-ae41ed6b,глубоко
65c6-23c9b6b59760c67670e6-991e5c6f,поверхностно
8f73-6d0357d0cd7d80799c3f-76645efc,поверхностно
cc84-0a0d6f8329da85a66e8d-834e61d9,поверхностно
15ec-09758be78b71f55f5c31-fccc0f67,средне
4470-d0abfa909d1bca61ca8d-dd82ee1f,поверхностно
7f26-70bfe0e91ecf90234dc0-667f9d7b,средне
3610-bd36c9199e58cf06b332-89c46eef,глубоко
e0f7-afbc0bcf0fbe2c6a989b-d9990532,поверхностно
ccec-8fc52043392f335fa0f3-c81c2c43,глубоко
5506-f3278aaa0f90d4476d50-b84f33ad,средне
cf6c-8e40f0911cda3887386b-2a2ba17c,поверхностно
98bb-239a50ae9675132ac2a2-ef09316f,поверхностно
2bbe-282c5e688656f5e9eb7a-8be330ec,поверхностно
fdfd-472405d102efba3e7a07-e8ef39b2,поверхностно
eb8c-57abd8db3aeedf6d918c-3271ad7f,поверхностно
b0be-83990f0271102ccfc494-7104ecd5,поверхностно
453c-98dfbfbaeed9b784276b-4122e73b,средне
5288-bb43a156a104c9b810e3-a1f3e070,поверхностно
0a02-1b42a99f34d48d72d70f-e7d8ea69,поверхностно
e01a-60e3b32988b2dca16d94-65efd563,глубоко
3983-404daa5dce794d13bd43-2bed32d5,средне
1e7b-fa57f48b81b4d0f60a66-cd91caa0,поверхностно
f518-7e76f51a286a984a04ef-62fa72b6,средне
47ac-4c679b0f31dd316c1fc9-e0325ec6,средне
096c-e274bb2e26afb21e48f5-b5c27470,поверхностно
abeb-4697e351d7fe566c6a69-53af2dd8,поверхностно
f334-f066f6adb197ac4a5c7a-a29f9825,средне
b7ee-e928372a86d8894868b5-8994244a,средне
d7aa-7791c91648c425b9cabd-d9deaf3c,поверхностно
a3a8-9ebcfd88bbbb33740490-42e49eb2,средне
de83-0f202e37027abf41dba4-090085cf,поверхностно
b74f-1c117aa3dcbf816edd9b-cdd1b9e3,поверхностно
a18f-1efb0afae6e9ec32ad77-3f30214f,средне
ae4e-f3a5fc304e83d1ce5eba-7b41d1ba,средне
4eb0-a8e7d3ebca033fb90fdd-b37967b3,глубоко
5283-2ef058b9403175b7dbae-27d5b296,поверхностно
6405-d4645a1b303bf474a844-01a244f0,поверхностно
8493-2d0ccd54b78f5173a5aa-8e73eb42,средне
b5c3-86148c5b24a138bfe518-e102b72e,поверхностно
5d27-cc3af9edef00a9ba2f5f-35cea306,средне
d1d8-3d193d875b400f74a283-52fb87eb,средне
c836-623037a8a69243e1f39b-78b5ca3b,средне
f2a8-280f69c33d13738965e3-ec9b9c39,поверхностно
20bb-aa527307fbe3335935a4-5ef4e943,поверхностно
f440-90e8dc3407a6320dbefe-9b2ec19e,поверхностно
ea50-ee51502d48aa1deb2b1a-5f417c20,средне
328e-d7cd594a7c45aa15280a-20322ac0,средне
7efb-dd15918e66e442c41c34-7f7bbb12,глубоко
c56d-0a1bad58430ecd226247-0de1110a,средне
21dd-a6f2f27c190e18a9f5a5-d2a6e9ae,поверхностно
1320-e1d266f497dbb3884c34-11a6477f,средне
9a45-4e03fe84063acc88b217-581b2199,поверхностно
d2b2-339d21dc1a951f034319-1b9520c0,средне
b2e6-31626f5e11bbf8bc4542-935c5060,средне
3418-e8171af95bae39386d87-52bb92ac,глубоко
20ae-f1fec4dcb9a9d855b19a-484bfff8,средне
e3ce-23eafaf91869a443b77b-f8a7e0bb,средне
fe8c-b502da62379fae207076-ae6344ea,поверхностно
3c06-384e53c8ccabc2f9970f-28044e16,средне
73b1-ed70b28f21c5cec5ff5a-d795d3ef,глубоко
273c-9ee5dbbb34548c9d91cc-1b728549,средне
d38b-458e7b2253d82cd323a4-4740f356,средне
96b4-5e66005c99a8bfdd49b2-cc071995,средне
6b33-6094b8fc55030120daca-9f58efdd,средне
79bc-7d38790fa1fbde53e3cf-ce21cc95,поверхностно
1ab2-773feb4875392e81db6c-86d3000c,средне
f86f-49d3eacd337a8d6511a5-61a46db1,глубоко
660f-526ed0a5577c1d93a1fa-2d406c1d,поверхностно
d940-7e35d51459cda33eb0e1-aeec08d9,средне
ec89-c4e9beb319a76a1e7939-1df4e92e,поверхностно
5fd1-bc8237d7fe87d253bae6-ac786cf0,поверхностно
47dd-78b1be27bfd07e9ab0a5-f1278889,поверхностно
0e0e-0c3baa81748528cbb5b0-ddc8b4c2,средне
8731-5dd8e32528940e8a92fc-9378f02f,средне
9750-b8e3b510d1d4b3d87528-06f643cd,средне
665c-7d0135d48991d6b6a99c-ece70964,поверхностно
d13c-7dbdd08a304b48056057-68ba68f9,глубоко
9128-e1bc7a58ba5f5e314008-03dfb666,поверхностно
2737-5b8eaae8abadf3e04945-79f8976d,поверхностно
c614-58894bda212322717339-7b99360c,средне
8dfb-2800d6b6d61cac548faa-412e2375,глубоко
c34a-801b67cb2694b05a59ff-ab77efb2,поверхностно
7d45-59387b3e0841b930e7c3-a6babb20,средне
c308-9d44a2fc3cfc40c71bf5-c82b2731,поверхностно
7f73-d2056599d2df04b21f3f-60c85594,поверхностно
4668-9bacdb7afeb97043b4df-e21e7c57,средне
b550-cfcb7ae4f7c12b79d4c9-84f98ff6,поверхностно
cb46-5b5992421e328e54a84f-019a1724,средне
7764-5d7858d4f4e12d0707c6-800b1e9c,поверхностно
7714-586e76597c190579b450-6919770a,поверхностно
7360-0655c3d1e45ed513f205-9bd25847,средне
a264-7a3154b30450e4c7ffa4-59152eac,средне
9a82-389ce42708cd0d36dc19-d70aa4c7,средне
d13c-30e46c1512c194a1995d-95827dd9,средне
b917-53e711149dd55619408f-896af4bd,поверхностно
3390-d4c0fd9ac51c17488ecb-3efeb8e1,средне
bd7c-93fdb915a50f90e88b1b-3b9e3dfa,средне
b1a9-9df040c6fd0ca6f9fb47-3685b7cd,средне
55de-b302204e67cfc68dc372-34329839,поверхностно
2a0a-7fc74cd5598e20d3bbb9-e02d6d78,глубоко
7468-b17c2b5ec4e75016ecc6-89c3c009,средне
6d7a-14234b70e20b4dbb6750-b74ad9e6,поверхностно
4242-187865b8aa4877b72600-b3c73ebb,глубоко
14cb-bb508e6bb861b4be3ee6-1b7861f3,средне
19e2-7d4e0eb9eb09770adc24-29c7a5e8,средне
de76-9cbe5cef3d2e30e66431-ac9f772b,глубоко
d921-05dc387cf6431d710b4a-cd0351d5,поверхностно
ff92-8c8d93a642a46d347963-033140eb,средне
27bb-4d4d4585504e516c4937-5854e1da,поверхностно
a849-63e93a4e52963d3b1da5-21f2c3cd,поверхностно
4666-d51a3eb2e1415c76e5fc-2a031d99,средне
4b53-62b04b2f385984220447-38b138d5,глубоко
ee3b-5d0ae6b15e99b9f00828-27f34d70,средне
5614-40eb0cb16aae973189dd-58d4abb3,поверхностно
6a60-203821432dae787bd283-37f3bde4,глубоко
d73f-fa0a5e7ac7714294863a-48f899a1,поверхностно
52d6-517326b16ccbcf90354d-e8e982f7,средне
b869-357aa68ba98b96ffb50f-20e58c8c,средне
d602-ec060db7597a6b8cd4e7-aa625896,поверхностно
f9e1-f03a22d06fb3024bdf0b-25938bcb,средне
da1d-341ac77ff27bf4c79c2e-4dc850ac,поверхностно
5d1b-460f16cf048620771664-4103135b,средне
a13b-825a16070d99c0fb28f4-d1215b91,глубоко
bdd2-72bc24ed103ceda593fc-6705439f,поверхностно
b497-98102104474fa1c7add4-0554eed0,поверхностно
d2ed-61065dedde7d3d83899e-c49e2133,средне
81dc-f43688639206ae29a3b2-255740de,поверхностно
3835-47e7669f4329b05134da-637af685,средне
267e-a6f391b378dd719dc2c9-8f28bec3,средне
77b0-e43cab685d0fa7433359-0bb8c902,средне
7e9d-27fb9c343eeed934eb07-55eb6f50,поверхностно
4df4-b74841d109679a93da16-fb32708c,средне
59b6-891096814dcb190cc2f9-9234488c,средне
8726-7fec57cc3193d5cc1106-023e4755,средне
ac31-3bd320960aa831de59c6-c5bd15ff,поверхностно
0685-d5d43fbfaa44a5ceb6f7-4ef7d250,средне
9758-482f3c7b687d96788290-ae32523c,поверхностно
d9d4-89d0d53bbafc9b4ebc8f-62499000,средне
3ce0-c864fb30da745df780f7-1185eaf5,глубоко
26c2-2268399dc03098361988-c55cc8f5,поверхностно
9342-ecf843a872c94cd732d2-175ebc87,поверхностно
a3bd-a1510472fd7044805cf2-583682be,средне
ff28-66345e798746304fc860-b8d30e43,средне
f444-f29bb73e6752dd03f15c-f93428b2,средне
6cb3-0b966a47cc2d4451761a-68d18a43,поверхностно
1da7-75039c0e08846818ab51-c66ea79f,поверхностно
2c33-b934dfdc1181ab8e20ee-86486545,поверхностно
3605-f276daeba9599ae26cef-069e364b,средне
c64f-bbacc9f457ae097cb4f3-fe55feb4,средне
2668-5866eafaba3a2f609294-226e6420,средне
a912-657c97b51223410a666f-db4d3dbb,поверхностно
9dff-416fec74d7b5ae14d00c-b23cbbbe,средне
3895-ccc8c67f7748f241ee14-89a2888c,поверхностно
bcbb-9873f95d40ef543fe993-b1757458,средне
8c3d-a68bbabfa97db0a3eb5e-7c60863f,поверхностно
2ffc-435b1f810c3d6dccd08b-6a08312d,поверхностно
d2cc-77fc46e4ef6d5dc9af47-372ca22d,глубоко
cf6d-bd1efdc50eb74a29d5a9-ac44e2f7,средне
50f2-60df5a329078d0d35392-6cba3d0e,глубоко
aa73-4f5798200ec2e17b2426-dd9ba301,поверхностно
71a8-c1dab32576d84cb4325b-975bcc78,глубоко
ea45-0625291fd8d0bbb68c3b-c27593ed,поверхностно
5efe-de10b9492441fc9d34f1-c9d19c53,глубоко
fc4d-c7547dbb42df9f756a8a-27613c13,глубоко
3a3a-63d19fdadf073b42860b-b8a6eb38,поверхностно
6606-cf94af0ca3350a8cb74b-8800e9ec,средне
15ad-19e47946a41ae578a9aa-2a6e3cbd,средне
4779-10aabf19c6d532b80796-9ef0b9d6,глубоко
033d-243b8d6e70fccbe40b11-6f550bc4,поверхностно
a401-90483317cbb5253a0c19-b1a51743,поверхностно
5bb2-04d4184036344ffba60a-6318d989,средне
fbf1-fa5d2e45abfd6a25e9cb-344b2c8a,поверхностно
02d4-8707e8f46c6769731dd5-c268adff,поверхностно
a68f-4fa7ce8ed0073e08d069-30c4d3f9,поверхностно
dd47-69f9621a7c89267028ff-c55a1589,поверхностно
1dc9-9cb2bd0c8037162a7fb9-d822b73d,средне
dcb4-95a65c9ff300ee765557-74d37f58,средне
b833-9e55f89bf9b7b4aa9665-52aed56e,глубоко
9a48-d51267dcc917785232bc-b3b57437,поверхностно
3527-133b0e49e2989ae16cd2-a677c4ea,поверхностно
5b97-befb1f57f83535601cb5-bc8ea50a,средне
3cc7-9f4ccaa426af4360a21f-1060b8d5,поверхностно
4f05-007bac9b0be289a9cf62-af353404,поверхностно
ea64-ae0d1ec99654768bd6f7-a40d9a81,глубоко
2c12-fbddccfc25ae1dd7bac1-37be65c6,глубоко
b252-4ef81d7eb4d08e7cfca3-8ab368c3,средне
2d9d-9d37fc239dc997c33e7c-fd40b379,глубоко
444a-fabbdf93f083639930f6-f36ce374,поверхностно
70eb-af97384422435647d65f-3c4cdaa5,средне
e5e9-e733b2df490de446c9e5-e421b433,глубоко
a590-d97fe14e7eb4dff64972-ab895162,средне
0ea7-ede3ed88513385062d12-4906e495,средне
0d79-d5b8c0bd3b5640645278-2f1fbd04,поверхностно
9ad5-5e3a80106078fbf5c2e6-ef4b6711,средне
7992-53a93218086ff6ad75c7-0c777b5d,поверхностно
3f3f-044a0213cb63677d81be-c617b7b7,поверхностно
00d8-ddc698fad7397ff515c3-6e1db7e3,глубоко
cac4-c91ba06301a94022328f-1ab8d5ba,средне
0041-3d150c0057e401ba28fa-9b31723e,глубоко
56de-6578429df6df2a0ac4e6-c77c83b9,поверхностно
da5b-6d2667866b877d7ac982-1c80912c,поверхностно
34bc-be681e99c800c66cea54-24133d7a,глубоко
f3bd-b3a719b8a4802efe3be5-b6390849,поверхностно
1613-f505f8266d1282f5d7f1-4d984795,поверхностно
577b-65e3df050f9b53420009-f6a664d6,глубоко
8dbc-3e1aecf26cec20110f5d-47814fbe,поверхностно
bbec-b1c72ea3f8336d186929-059f1e88,средне
c827-fdd59d4e2e30c8f982ed-5450dfd6,средне
3155-2a8c042ea965dc760354-f7c29dbd,поверхностно
95da-527d4dac312c8f6c5f60-ed45b7fd,средне
cece-2006c5c26ae7449e265b-b63afa3e,средне
4e80-0cf707a509fd4e48efe8-20a6c6a5,поверхностно
a241-06b34e15b8ef304b2cd8-480f518a,средне
f6d9-6baab15128ccac6bba9a-3ae132f9,глубоко
c64b-7011278e65c517830e8c-5f610044,средне
aac9-6642823e9f16364f7778-f851eaf5,средне
afd9-dc694a53ce34cbad75c6-ce6a4e3c,глубоко
1ea8-d296c627ce630bf4f7f1-303ff711,поверхностно
2d2e-db868d32548c5bfc5c43-c1fa84f6,глубоко
24d7-dd8c8a26a1d9a19122f6-7ac8b500,средне
7d5d-cc4d27c6a833090d4363-afc5c720,поверхностно
13ed-682ac961064367e86048-a6942cc0,средне
2650-fa2055251a1db496dfec-85d769da,средне
54c7-c560886fbb25c8bceebf-69f64202,средне
2be1-12d045266defe2afd3a5-41641bf5,глубоко
8f69-d81dcd0d1bc85c94e718-4c4e3573,средне
ba73-da0157c6d29a78a2b67f-124f5907,поверхностно
8de8-d58a21f3ddf279ff3ca6-b310d41e,поверхностно
ec4c-729a25ad1a19a49df54b-3b4470a4,поверхностно
7183-d2b1ee573e459f639193-8b07946c,глубоко
2f18-9ff45becc46cb7408334-58f2c26d,глубоко
5f96-7168b9720529e4eb0899-8e096b0d,средне
6cec-8f2fa5f1061863da180c-944c29c6,средне
5bb6-b9dad49a0c837fb42748-189b18ef,глубоко
f4f4-8ec7708ab15c4a4dd8c6-7a2e0322,глубоко
a1c8-49eb7443fcb0e4f3ac14-cf09bbbb,средне
f6c2-7db88f9c34d3b23a98a5-48051edd,поверхностно
20f7-d11f954d8215c4df2385-5dd5f4f2,средне
4d13-c13cd79a3709fb2e578a-deb2abc8,средне
f209-b5bc382fb6fe040ecf74-f6b33c95,поверхностно
b251-7877aab7db7cc60172fd-9f53e12c,поверхностно
787a-460dcd1f897d4c7a1182-644c6082,средне
bd95-b692ac9988b238ac920e-fe97e117,средне
09ed-e134871f8dae58199770-630bea77,средне
81f1-29ac4653316678210f38-919cd8af,средне
0b95-eec17e36b14ca6cab4da-441d6b8c,средне
a1b5-2689e33868941a368db0-e1d01b39,средне
337c-24d36909d8e81b477b7f-09830386,средне
04d2-d963e1a13b0d37debdba-93ec1d54,глубоко
7013-337b249878201da5aeab-adf7223b,поверхностно
6730-9a08a97ca740764a5c5d-fc8cade7,средне
eea4-101dc7197115b2d46f0b-b030d27c,поверхностно
3d4f-2057a6f5e0b509b380fc-e88c64ad,средне
57de-50388f3684be0e1f7ce6-cb156760,поверхностно
c0b9-7db4597bb761d5c2c1f1-70a03494,средне
24b2-f769b9ce804e5ba38776-2bfc569a,средне
3a38-af644b9500ab02713980-a67a23fe,средне
0706-927412053d8532601758-bb494920,поверхностно
e256-f3130bd15e1a906bc6bf-bbba9faf,глубоко
8e58-e1099a57dafc662c302a-0d394925,средне
8135-3b2f1162f9a5894e0b90-f6b3f961,средне
1662-b243a58358e9ec473430-4f9cb3a8,поверхностно
4c16-045b69ea4994e73e713a-d7a4ee98,средне
a1ab-85457b2fd87e6c27d69e-7180e087,поверхностно
8f0e-d03f101eb2312d79e37d-cb17a918,средне
6b9f-b38990a5d893449880d5-c40cbad8,поверхностно
0ce7-b0e71163cf2cd3cd47da-bcd732d2,поверхностно
4c95-fba6aec9689f5ebdaa3b-d1afe647,средне
0796-a64f49be2f4cfd34d1d9-e50d0708,поверхностно
b804-deb86e449ab296161dc1-aa3a46d5,глубоко
b143-2cbd1834af08ad8935ff-525c4386,средне
68d1-e8512336612544465b33-61779e8a,средне
0e24-c08553020c0d4929dd9c-a43caf11,средне
2114-104c46d925180c9e7d92-a2896002,поверхностно
1895-988b653ac11d406ff4f9-39a39674,средне
f850-60d10892eba349b289c1-1cfea607,средне
053f-002424e25cbdd57aec65-ce455b3d,поверхностно
e8c9-6bb4ecf755c80608cc4d-fbbd1256,глубоко
1004-e824054d64473c24456f-b0037687,поверхностно
48bf-15c5a73335760e1c17c4-bee7aae9,поверхностно
dcf7-c80dde7b0eb4bac006b1-c21d82d7,средне
0766-7b65a05ecf72a1881f05-82ce1f5c,поверхностно
5ce7-a1b477d64082aa9da183-148252ca,средне
78dd-64bf0f42305f3fbe943c-7107cccf,поверхностно
46f2-5898d756171f851f7f93-02033292,средне
3ce4-456921be60824ed342ce-d51ca348,средне
7ac7-11a417bf5e351b30230f-b9ade7f8,поверхностно
7c2b-f9b117ba64248225cba6-b31332fd,поверхностно
6dbf-51f8f9996464419cd8b9-ac5bc73e,средне
ee90-2cc071a1a97542d87bab-ef524a9e,средне
60a1-4fd2af9144f34e40475f-1290f026,глубоко
11cc-80442557fa70959f78a6-ecd7e786,средне
e0b8-c36c3de032b615ff9f7e-2f86cbbc,поверхностно
62f1-d6d529d284718b38605b-70b038b4,поверхностно
2bd7-800becd89fa0ebc253e4-cb474ff7,средне
fcd0-acee0c0e0a75c500a7cd-9e83f54f,поверхностно
baeb-a0881cd0ab784b024802-474244cc,средне
a8d9-0b36ed20fa8b46d281ec-32eb05b4,поверхностно
e4b6-54325378be4ed7d83ffa-430dee6d,поверхностно
3e16-6c0a276fcf7415107a31-e3fd389d,поверхностно
f68d-caeebeac41dbca92bf5e-6c774b99,поверхностно
9a61-07f7b4f8bc2e6294bba5-4925a881,глубоко
d427-ea64c07826fb7530d8e5-6ef5fc9e,глубоко
b66c-72d0cdf69edd9cad47b2-02594837,поверхностно
bfa7-13f7b067180f5fb6576c-3c3438a0,средне
9fc6-33344813a4db9654eefd-caba68be,поверхностно
8751-ef37fbdf1a890d3db054-e62028fd,средне
ff56-1df71133d85015ac15ba-ccff2591,средне
7618-d75f30290226fde22046-489f05a8,поверхностно
a4f4-5f05f2bcd0ecf9891a7b-034669d1,глубоко
c575-481266da29d5c2de3c28-23c96d9e,средне
edc0-54a18675d221d0224983-b0b0a19b,поверхностно
c1b0-b583f6b3ab5880d6e5e9-992bac8e,средне
0667-0957aacad3725a562289-ad24b223,средне
12fc-07d4e099fe02689fdb3a-714d00ee,средне
e105-659098ea73d8e553a2ac-175f5766,поверхностно
31fc-339e78f4a5380468049f-12126fc9,средне
4e48-5092c5b2dfa74c6513ef-84a10ecf,средне
688d-149d1e0d21877916e4e9-59be913d,глубоко
dd53-0f5f6163c888f9ae91d0-226ad648,средне
e1a1-4f9b74ecfd5e65105ff1-7526177a,глубоко
b81e-23a45ce44c314642e7f9-793ddf21,поверхностно
ebd3-df760243dada2bc9ac1f-1fada439,поверхностно
76e4-9c552bd630835abc1d84-7f41e763,поверхностно
b32c-8c2197138f2f4d6b2c87-29df2a25,поверхностно
2c14-330803b4374c8f6fe69c-955df691,поверхностно
26b7-0a9de0fd89d29709d523-ffed1492,средне
a3d4-cb6e98e25dba332d322c-781619ed,поверхностно
fc25-161c3a8d67525bd8c24a-646e7bd6,поверхностно
609e-75200a99bdfb27c13db4-3e27da88,средне
5fff-7e4ee01a7361b8458a4d-09d85640,поверхностно
b890-9ef0b368e3483011ce94-3b460ae3,глубоко
1ad9-3cd8cf5fc3a0fd4e8b61-576c105a,средне
a8f0-f933905d6ff0b9bae3a2-3a3a3724,средне
1470-541cb0a0eef2d7699c61-bdfb2c7e,поверхностно
7e2e-5b804a9934c73a4af6e1-4dfd9038,поверхностно
8b22-0a1a65b7f1deaf84217a-69dfffa3,поверхностно
9613-6b560b013415ff11d330-8e3106d0,поверхностно
5592-ece586eb8f67fcbc1188-cbfde7e0,поверхностно
62fd-da6c8db4b56eb23c62fa-828ffb5c,средне
