user_id,cloud_usage
27c3-4f431914a50a10d4536f-cf84d76f,False
ba85-a4a36f656f070cd50ae4-0b6a5511,False
a8fc-3bd2dc767105caed474b-1a7a2607,True
61fb-57e9331f749ad03a9a41-b370c5bc,True
b1fd-23911a224af449a445d0-915c1b2b,False
8e69-7587fa40c77785e54fed-0d317f6c,False
32f4-1a9d7eac8e294bef9b86-ebfc53c4,False
5eb4-69f630eba04169f79db6-95eb3830,False
dd14-3ebc9a257882d4b68959-f4bca25d,False
b144-010bd994f4c3b0a49d38-2186c94b,True
2114-104c46d925180c9e7d92-a2896002,False
4feb-d36b53e8105dbd3ba4a7-4c02cbee,True
5887-b741dd48716cb261eb14-cc4aef25,True
64b3-0f489a9cd7bf9803a160-2da47b50,True
c469-75c41391dde116026e2f-b3fd02ed,True
40f1-8b5522bb386102dd6343-7f80f3df,False
5c61-93878eba755c936b295e-9bd19114,True
73cb-93714c0a86827d13f077-372ba9c9,False
51bb-745c0274d9e9c19eed17-359ab8c8,False
af70-8b08cc4cdd8e1fc3e0a9-fb462de3,True
8632-90d094dc0d0a70a61eae-946fbca0,True
826b-d9576bcc572aa2802e1f-17c3cb24,False
e0d8-1b36a6b475ebfbf87c14-fa566d97,True
f6e8-72be102d2fa889772ca3-5ceb511a,True
f949-278899e22c07d3afe0f6-4860113e,True
c85c-8cf54e5c4851d28e4823-ae6d0311,False
345d-5299c9db7988361d2ef6-f2ee3960,True
507b-30126a93adb4b17d6ca1-21a3d274,False
258c-f39c18e4fab5157bd407-fce591fa,False
4826-ce732a981657450bb6bd-8f3ef66d,False
3657-f4cb51e9d893b35d91ad-e3825367,True
8878-dba4daf36efaf1f3fa91-efd99780,False
3896-089ea541ecf8ec58f851-e205f216,False
248e-9ac334b15e555754dde6-0e7f51a3,True
220c-8be73d4add0f739ae081-79660864,False
46ea-dc037a73873ddc2a9308-a1a41edb,False
b5a2-32c8031d5e1e99ec5463-54e62e29,False
26ee-0f1b9fa3f237085b14a5-2d2f39fb,True
bc47-1eb1d8e0f4815113677d-e52c7bdd,True
bcb3-8f039c534738e370b38d-d3e303f0,True
22e0-7c6cadcc45e246b8688d-c43c9b23,True
e11c-1185a171d78c37767442-281f0ac6,True
85b1-848f0e1dbaabf404f642-fbb70673,False
5be8-4a90a8638e6f5bb56d8f-8ee3ba55,False
4585-4b46a48b825f8067352d-a187536f,True
c6d1-aba6e6fb75cd7e70776f-89a09bb7,False
5506-f3278aaa0f90d4476d50-b84f33ad,False
49a3-8dcd2a1e4504563d0a3c-5494bcdf,True
1e6f-ab390db6b175d285cab5-07ea4db5,False
c285-c8fafadfe537ece98dc6-046d5eba,True
005f-e13485327a8d563dfb3b-ae1fdd6b,True
e92a-db2bd9a1f41e855c089c-a8fd40cd,False
11d6-ebc3ad9db566efab297f-4bace100,False
47a8-eaf7c81e30d75ae4c609-349a9191,True
f06b-be007fbdacd087b45f4b-9812d2a4,True
d83e-d5fedd253a11eaa88421-ff4ac50b,False
0c96-e8278f9551ec70ad645b-d84bf465,False
ebd3-df760243dada2bc9ac1f-1fada439,False
9f47-a23d576c8620f14eeb06-54bac5c4,True
eb87-b28b730332fab4c8366d-8179f6a3,True
2466-2b5d7e4fce1b8b3049c5-bfaa78b1,False
53bf-5cbe6f7a23027e52c663-d32b9f18,True
85fa-3fa62187c21d86c19130-ffe93748,True
a12a-2b4db9de04b272ed289c-3ecbd2a8,False
2fbe-e10e14957e0a06fbc88e-596516f1,False
e05f-81ac27e8475a55e407f3-6edf7a02,False
e668-58ad1813f23b0da37787-e019f776,True
3bfd-cc1b6b6d993e79332472-e712f48f,False
9581-939e70cd998ee5f533e3-88190ee8,False
1949-a9b5cf237278819a067c-43d2b30a,False
0259-a9907d16efbe00c4e18a-ce0364c9,True
1410-54b561e724011b61f94f-18aeb1c9,False
8712-157c9997138db3bcb02d-39e23bab,True
f95a-51c5936977599971f775-70253c52,True
beb8-77318dccc3c830a80266-db2b0d21,False
2939-ee9e513b2d7ea7954759-43a2be9c,True
37f9-acbbe461520f50688027-75331ee7,False
4659-798619bf5e729c03de27-840fdcd7,False
7688-01fe943dbf4158475260-3190048c,True
bcc7-6f5f52b09670c6dd0f3a-af1a3a37,True
a0e7-ed1c4582d38212258b3f-47a8b8ec,True
b5a1-e7ef45a60c9ce02ef514-f1f19edd,False
3cc7-9f4ccaa426af4360a21f-1060b8d5,True
9de6-3a19c0eb30034fc9396f-28e810d8,True
832d-12789f9ec6ec7bac3347-d5b75d19,False
cc46-f781c98c0c14b2ebaef7-f8767ffd,False
1266-696f62ad11d5f0b3c02f-74af7189,False
d5d1-86a2ab96521020ede73d-22e1dd80,True
343a-b6897cbb2d17533c1860-6021f506,True
7e9c-78cbb7718d2ac592e4d6-a34b8e3d,False
ae00-c7421c3ad54ed1d83a5a-697be208,True
4d8e-5f4710fb7be07df97e8b-cc1c19f8,True
5c52-4b29e54e8374752edbba-575063f8,False
64fe-f2dcd3b2bda950087b68-ac3a1928,True
4b6c-dc992d15d343076a673a-679021dd,True
9a61-07f7b4f8bc2e6294bba5-4925a881,False
b525-0c587bc96e36876acf3f-e57d006d,True
55dd-fe71a285aa6207ccf81b-9340d630,False
eee8-ae6ac97c5106e7c29188-82efd9d0,True
2010-017d5c5e572baefe8658-fe6fe43d,True
d723-8060b5454d4bafd25daa-60b893b0,False
6a4a-fa6e04297b37de8d239f-862e4a99,False
21ac-a8fc5108b0584b91573e-705ef0c1,False
bf21-d584a9d978d42e4d7a9a-701ae79f,True
fbd1-ea5c44009dc6fdfcfbdb-4797936e,True
d92b-f2c00353816c49a107c6-f48a64c0,True
367c-38a7a7c677df6681ebb0-9329e19b,False
da0c-d4863f80f7dfd9940888-4d2ab68b,True
0ed8-a5d5b655cebeec87f5a5-850d48b0,True
614b-7401361d6e8e390a7e93-be5e0356,False
8900-af5d614d4c49a1bb3691-0df72694,False
7ca0-7752730e0ebc253fdff8-a0c669bd,False
0b8e-a756e945affdb74734cd-0d2970f1,False
f4db-26fe800ced569909c7b3-0b6c0e23,True
ae61-a17d91254b75df008b30-dcbc9b8f,True
9f1c-e8a61ec214b1488541a4-812e3a47,True
f45a-cfe100f3852bd9898527-a7a1b986,True
3a92-fdf2dcd53562a6b3e0d6-896e7cf5,False
ea83-0853f7c8f3dbc588c92a-acb77d85,True
f9e3-efaf1959bd6e2ac667d9-bfd3b644,False
9e00-347c9980e5ba7812ef04-3e9af30a,False
853f-5675c243cf420b262739-cf4c81fc,False
ab43-888485b1f33b282b008e-97e8a63b,False
9065-a98c220d111474d1d502-db36e235,False
2246-02003f40adcb57282477-41f2e3e2,True
a90d-870ac46c79429a2a53a4-e2ea7af3,True
2579-d266bb99b98a427b59db-3b44c648,True
e01a-60e3b32988b2dca16d94-65efd563,False
5f25-55ecfa127dcfbca5f65d-9d47e574,False
c464-372775706662a4dfd5f7-67463885,False
4531-2fec3162cf8bedbac7b5-3da5cdf4,True
b78b-47e91d1f72cb604b2a57-12c4ad91,True
dc40-66035cb319325c081773-a3da6585,True
662a-35df1e113127d494f794-9b9d06b7,True
c70a-45ec3191ef5b486f325f-9f4aeb5e,True
597e-14789e691415e38b98b1-16a6241d,False
0513-6518351a5435b64d8215-03a33c8c,True
44c8-a174762d7e8e829048b3-41c0cbf7,False
91a0-01aac77a00fb32927e2e-11a23365,False
1815-d82141c0bf8e83c6e758-12fd175a,False
804b-07c72aff227ecf305333-b9a8bde9,True
084c-cc554b591c14dedf1943-6c482e57,True
8e94-9a3c6af80ed9b75e7f88-b7cdb0bf,True
68a2-a8a0cfe7a2d2a17e1b89-0f62ff0d,True
643b-080852857d59f2d6e73e-b491a33b,False
b587-3657d258098730556bf6-7458f084,False
95d1-82901a4ab33cc0cb447b-abb0e095,False
7abe-b4a2a0381d412cdb0fb1-d66876e8,False
67fc-021ab979004aaa47e53e-a201832a,False
0eb3-f794ff40159915cd8c58-82ceebab,False
c200-691eb7c4ed4185b002ec-ebccc3f2,True
7cda-8e19aa5e7f1acf3599df-5e56ecdd,False
ff31-e132aa0a2a247d8e367e-9751ecc4,True
76e4-70a2081c6d5129cf6e54-9b8e7f8e,False
caed-383584dd69644b634a1f-e6f911b8,False
f36e-30563186681fa7f82ea7-219b53c4,True
15a3-a3f63e5a10e3088f519f-65e3d381,False
f1c0-cca28f8678f7ef5b5a10-5f1f26a1,True
adc5-cbd51d27f0d79375f032-e862a5fb,True
8817-859ede651f152a85e562-85820abd,False
8e22-c762ebf58ab34a00ca6a-dddc3335,False
71b8-4fffabf7738abb4aa90f-5bfda1f1,False
eeeb-2e998fbd992d73045816-1d89f6d1,False
d4c0-5b481bb47b92ad04725b-f478dc57,False
dcb4-95a65c9ff300ee765557-74d37f58,True
372f-6388ef0a3ae62f6ffd7a-3f9fcbef,False
38cb-e6fe0e47d6ede8e6319d-4ca712dc,False
df1e-dcacb1929d128e943bf1-03468575,True
0110-55fbfd4e20dd92a823b8-b82737fa,True
bdc6-04ddeefe9d3abe32774a-0c6db11d,False
ab43-726acab6623d21588139-9c521221,True
c614-58894bda212322717339-7b99360c,True
9a7a-d1c4dd7ee2ac99964c82-18a6f1d5,True
f727-559621e2050f2f8cd3fe-9c4c1947,True
5ff2-0a5aa967e353041283b9-ff7929cc,False
c382-3c8cf8169e257cddd967-8b685da4,False
294d-8cf3260530f100fbdf2e-3d1d85b0,True
05f9-60e9c600e96eee699672-ad7822b3,False
d516-51c626b4082903a58b39-d195591f,True
112f-29063bcd605a5253462c-4f834241,True
1c7f-30df91a725bc7c17bed7-10b3d0a2,False
c3c9-de2bb056dfc8b5f40afd-425278d4,True
d5c3-f07fd8c19600f4a31c1a-0324f3b1,False
681a-1ddf43d3cc7acb69337b-6fc5d658,False
7011-4cec604cba22f1b6a722-8c17c5b8,False
5283-2ef058b9403175b7dbae-27d5b296,True
3407-fc49fbbeb7d0841c2f83-ccb6448b,False
b1f1-9c5da33cdddb11959561-a3d5f60b,False
6b1c-a8a3665ffc5bceaba070-8bd1bbda,True
6941-ded2d675a9cfe01825c3-3b54d98d,False
30bc-178d4c4cf1ba62ca704e-d37ed6bd,False
506f-316212a7e39a2beff63d-5673115d,False
3e45-04cd6d5387c3d0df19ff-89cf0a91,True
fa62-ef47d2d67ac5e16827b5-6231f3a1,False
375e-62b89aad69da530a1682-544b5328,False
9af5-763047964ae87bf0f787-3713a18a,True
fa9f-766fae2efcd3b76f3bd0-4185efff,True
3541-d94a0b9b9e2dca469c55-a0f39f40,True
346b-8ef05f8702a93142d078-8dde901c,False
19d5-249fe1ee1ee90cbc00e1-be75b289,True
3ee5-c219ac9e21068bea113b-76c940aa,False
a755-16c41d273bf21ea8e19e-1697d888,False
7183-d2b1ee573e459f639193-8b07946c,True
197e-b3b71d2728753743b5a3-605662b9,False
7965-bed1c70a098678f165b6-ee862ef1,False
1e53-b0b6a23709565dc1c8bf-1f42a1ba,True
8e9c-805ebf95dcd0c6a84f09-cb6f3fea,False
b681-af041214bab54175d487-1441c05a,False
273c-9ee5dbbb34548c9d91cc-1b728549,False
197f-80d3abde6286a8572314-6a63d9b7,False
1095-81beaf31e38887b3c46a-065cb18f,False
1eea-2ac06956e328e408c37b-90336d55,False
08f9-19fb1f63ba4ab2aedbca-ccf17b17,True
20ae-f1fec4dcb9a9d855b19a-484bfff8,False
ba39-b54db38248ec23e44216-5b752302,False
7629-f502c594e96030230b6e-e75b484c,False
193a-0f887b19d369fdafd644-bbb5256a,False
00d8-ddc698fad7397ff515c3-6e1db7e3,False
0dea-9cf5e6c20422cfb90e61-8d7bde27,False
0013-4ae5f7d127b91a3fb0f8-ba59f141,False
0765-89e9cde726b7953b7c97-5809ed73,False
770a-b7a790727eaf94358519-35a7cd1a,True
0fca-b78774a93f35315f3c2a-5c7b647a,True
1296-c0d1b436a64ad18ca2bb-daece11b,True
1ad9-3cd8cf5fc3a0fd4e8b61-576c105a,True
ed9e-f31a96ba73ba46d78d56-327b1185,False
594d-da432ef39b6421444890-391be30c,True
74f3-448336a2ca839cef0c42-06b488dc,True
3aca-8c09435550bf6ad452a0-f504f887,False
8501-a998c9edc099268e48bd-cf3b85b5,False
41d5-3ecb8dc5a60245842a43-97f5ed71,False
9fca-17560c4846a663d912f4-e43b3280,False
1c7e-b2db827455b78324f09d-90e29313,True
1437-03690b7b5c76d60ba0f4-358397dc,False
6acd-1b38f77666b7f4a3099b-20eb67d8,True
7443-ea2d2fa5d78aa59ca15b-e81ac9c6,True
cece-2006c5c26ae7449e265b-b63afa3e,False
9287-d41fee8974142299aa8b-2cf65d4b,True
cb35-bb76b251e0182895d5d5-319a959c,False
4841-27d39602e63dc4fb4481-671894b3,False
01a0-2555c4ee5b625ae5a7d6-0feff030,False
ef0a-3fce1859b31c826b2a01-6c8688b5,True
1520-fce51bf7a7c572090629-1a0f37c1,False
b81e-23a45ce44c314642e7f9-793ddf21,True
c0be-1314bcec97e8f354c0eb-17be672f,False
ae3d-6fdc0f100785f322f39f-b37b21a4,False
9102-3ecbc49f35db4efaa7ca-7ddf380e,False
1bad-59ceb5567c7108ce76c5-d3537b4e,True
2afb-a224e0562c2f6d4859d9-d12f07ec,False
b30f-e7c0b76c4516f3729e6b-5445c554,False
ec78-3dcd2887f971c01f0c49-f3968c65,True
09eb-cb0a820c0312d4384585-43e707c2,False
55fe-09d9934c1737427a6a73-a42b9ccd,True
81e2-f20e2830f103e5b6421e-82faf541,False
75a8-d007b889939f66883490-64ca930b,False
28fc-3a4e05b432278a48256a-3ed2577a,False
c5da-a20ef2368a4207b6e0f9-f7656bd5,True
feb0-3324c259b4b3bc9a5797-2381ae43,True
1ab0-ee207965eea157257deb-31a1b952,True
3dc7-0212c2d57b1c58c50f2b-ab990457,False
eb45-7b4e6f21b1bb4d9946a9-d4f371f2,True
a312-862df78ffbdb4e8d52e6-11f5525b,False
0e0e-0c3baa81748528cbb5b0-ddc8b4c2,False
9479-edfb6f87440a2ce7f84c-3aa93b71,True
791c-15ad9c5273e64026c856-16d2bdbc,True
0bbd-0d8da76cda008be9cf9f-e2e5ac26,False
32ec-fc4c056b500e71b61b55-d284f651,False
14f3-1d315bbfc0f7ea06fa47-959ceb07,True
22a0-b8b21cbfb1a3a90ac672-d9539ce8,False
a796-3a5979552db3eeb455ba-5cad3adb,False
3983-404daa5dce794d13bd43-2bed32d5,True
2baf-b693b75e76cb5a5f65a6-6436c94d,True
b340-c3e8d62100adeff77a51-0bc4bc16,True
71eb-671e4e6bf0cc1ebade93-c660068f,True
2bee-b27716b4c476c7e1eb74-418b61c8,True
efa5-47c4b0168c620e8f7d93-e342338b,True
dacd-52864da137a026391b80-e83690d1,True
6d3b-9e31069a8bb76bccce48-652426ee,False
e7f2-087c590237aede3ff4c8-6f5750f6,True
0203-c814557b862f74abed46-3832d193,True
2c7a-a69a7d5284a9216515da-88414810,False
a752-8c8b8526924344b51441-793ab518,False
9ea5-fe8893a000bd2a5d3f8b-9450fcf9,False
2886-d78714e75b96d88a8788-4d48b1cc,False
e445-e045209f9c598fff927f-4bfd5849,False
cfd8-04100c6e144d93b3af7b-b8d3ed76,False
77ef-d77b392f66a00e73a42f-0e7f81aa,False
60c3-3cfc677eb861fdc78b30-6b637b75,False
9936-94d233521be31050961a-d6d4accb,False
5b8a-f94d28860d77cfa74d06-6d2044d0,True
d882-d4f9962f823e37186d8f-79d03731,False
2cea-f0def9d57c7df368572e-bfc65437,False
fbe1-b8d20eb31cd76814bc55-70226458,True
1766-6b1ffeb79e0b3e577e18-21534a5b,True
ee42-9a5737d69358848c0f90-d6c8d1b5,False
13c9-fed0880fca83c44991b8-b41c693f,True
06ad-b4f94cd10b2f94f7ee55-2ae81053,False
171f-6b5e27bf29eb35da79fc-eee3958c,True
590e-358104194e267884ec23-0efb1098,False
adb7-85adfddb524bc97d664f-c3a4d2c7,True
9a10-7dada9ebf4d5c699226f-f2cef8f0,False
7cf7-3e6ed904ad67d72b8ad1-3f111e58,True
bc9a-cc0a0f0f8f6e7c4fe055-5c6027dd,True
f301-b7a2eaee7d3cc5745026-08ff7695,True
c3ec-0eaa49b3e928b815d707-220ae96b,True
8d21-ce1e705e4782dd736996-96a02662,True
a24e-f92be51bbc5e22147249-7e011b17,True
7d0c-eb57f53cc745ac289066-2b7011f6,False
d880-e7cd0cccc862293eadf1-8662f61a,True
4abe-d75de86f5e0158b95825-f6256a93,True
c55b-0eeaaf305c5bcb3157b6-6570cb41,True
1739-c8efa667ee7eda3816d0-50360fdf,False
174c-e99f15ff5e16d4585594-5174ec22,True
ae4e-f3a5fc304e83d1ce5eba-7b41d1ba,True
a865-874718dc5392efb76235-f7db1e65,True
2ff0-16af54890165303571fa-656e75f4,True
9361-9819c4919a3822b36753-7cd926ff,True
d86a-ab17c87b37d6d65b77c0-b4641448,False
facb-19deddd6dd1bc4127e06-11081972,True
099f-c5035c16074946f0c9d8-9fd7b294,False
3711-98db2c19546dc209a706-351a15f0,True
f0d1-0fed410ec4370a484f56-1350bea4,True
dd0a-a299b94a0d1393ea0931-e1a06251,False
9889-a1be5e04ac56e05c2c90-8d86be2f,False
6b02-28f732a57f92caa34a11-7dd0139d,False
d609-a70e3a1908c40f053eb1-dbf97355,True
bf27-796a4cfcd4066b69072d-8bd18814,False
e361-3758b15cd365541db797-b5e9d6ba,True
ed51-1e50787232b2cb42eec4-792168a8,False
eff4-818abce08528d05dace0-fdaad411,False
4074-1f8308b67ffc61c7e515-6f8ba70a,False
2f3d-83ca5f7faeda355dca8c-9b687c50,True
1847-010bf7f05be460acb125-348b9b41,False
7082-2bb01eb86a7d80c57261-9a2e29ca,True
0223-eec09b7f3655e69d6010-88a302eb,False
95bd-a82fa9487c4cbe9119fb-c834018e,True
03e5-0202db52016742639213-3121d740,False
e2e3-ef0cb5e074aa506db306-672ab893,False
bddd-3a3f3c13c00c7f0c0296-5719c13f,False
b9f9-2e77aa6628f3048c3a87-91038122,True
35ec-3eeff69e05a85aaec409-d1239441,False
3713-b8668bb1fd9a504fb2ef-85f92a23,True
2ee9-6c8a44b64c4f6cbee553-b41e26c0,True
4fa1-7339d1509a663d9c99fd-f5a857ff,True
0ab7-c617c2542ac6e87b34de-472e25dc,False
1e7b-fa57f48b81b4d0f60a66-cd91caa0,True
16be-0b02029ce13a93f1524f-13e849f3,True
ac4b-1581cc5e035b89ac9b24-c6779267,True
1e50-1aab56ea41e7faccbebb-e2c68fbd,True
09c7-3c3e29556253dae01d72-a09502e4,True
7360-0655c3d1e45ed513f205-9bd25847,False
6b13-b1424bffe5912b24951a-52b909e7,True
aa1a-87f3b6b3b7c6c378eeb6-9c9a3346,True
273f-9b95a0e0520b088b28c3-f873fb1e,False
eda1-50b6764b4861fc2cd724-74bae74f,True
8435-fb411ffb347cf933e1f0-fb47a027,True
8576-20b5762f7648c4ff03d4-cb69a2cc,True
e127-9f552c74cae6b5aa978d-5ab65377,False
dea8-f32b0df058673424fdca-88ecf739,False
8930-8c6e51b6cd0cf5e590a4-02dea851,False
3c42-4d1eff12c542372cd3ad-61cfda8d,True
48ca-f1c99901db76bed094c4-c6058eca,True
15ad-19e47946a41ae578a9aa-2a6e3cbd,False
87f1-5462f10fb63d22734793-5b29e30c,True
27c0-c29f7a16c16a73d410cd-45b47c0f,True
e318-d8e69c86b543a5fb927c-c36fb6e6,True
ead2-353160d9832d6490cc2c-d3c10fea,True
87ab-8a8b8034b7d820100d7e-6840009a,False
9030-2acafd0ec9008119cbb1-a5b25862,False
cf25-a30bf6bf2db965362ba6-da541bda,False
5e76-a864e61a10bc85d5fd00-b13bc007,False
dd94-d9a8a7a6fa1c6118e732-028764d9,True
25ef-223a2a92aee0f0610380-5e08d067,True
946d-f7450ef30478561b6cff-e475d16d,False
e7cf-428bc8d51d41d3107c39-14de082d,True
5288-bb43a156a104c9b810e3-a1f3e070,False
cb48-5a0d6cde4d86ae10637e-c8ceb6ed,False
6c3c-293d43f6bdd8ec2e481e-2c7a7332,False
1b88-0727b7d63ec4b9812653-81f170a8,False
e856-254c6ee1e47334457397-a6957733,False
24cc-90412bebac30760e3476-1e8a03c5,True
2bd1-eb8709f521bfdf5354f4-82438f93,True
f889-b272fe236be2563a8565-f2465d58,False
54bb-22822f1f6473a4136a40-a7d87cb7,False
c84c-e5b49ca9b16231c88e85-26d95ab6,False
a660-11cf44e47e6c2a2e115a-eaa2e795,True
fd95-de42a633c26f7d3bfc09-b5628b0a,True
7651-dd083f5b32cb7b9fb56c-b71804cf,True
57de-50388f3684be0e1f7ce6-cb156760,True
4cb4-bd00f57caaac38996854-f821a79f,False
61bf-460903426769e3c8a3a1-38ad90d6,True
b588-d4d740fe5a4e457e2d5f-552f5ff9,False
0bef-512ce53f5744b0672f95-5d55751e,True
c1a6-0b7397181334bb448103-2caad0f6,True
d6e5-5215726c52e3dfef330c-8ff5f891,True
9345-3cf9bfb13117c3765da7-34e4bba0,False
1522-a3d3132be6250fe822a4-45818b8a,False
1864-2acfb7661a582d977de1-734b89e3,True
2037-34150614960b00f1157b-c4b2face,True
4f95-5fa5b765746c7d519558-ede3db6e,False
5370-4cf22729d0c7b4699456-7fd4aa9f,True
ba6b-9c5d8fed6ee54baf5b71-641231bb,True
1faf-2bf448a1c1b2c1d29abf-adbc1db0,True
05ea-e5ffdf5b1d7abacf3f16-5dd6c5dc,True
a4ed-e4c8e1e99b284929e11c-47e1d53c,False
9e6c-6d42f1146a4d5c420ea0-b0008106,True
88d6-2fba38551c08979540e0-98a3aa55,False
1803-71652bb278276ea1c0ef-b345a90b,False
34bc-be681e99c800c66cea54-24133d7a,True
51ab-2b23fdfb11a80e398d04-596d4456,False
f139-29b476eb1af109ff5af6-640954f4,True
3ba6-c71006708aafe0c8e2eb-c8c52b37,True
251e-5dfe049c3debd9ead5af-79932b3d,True
52fe-f2f4c983da0d5fcef2ea-cd61208b,True
c3cc-7f2e7862b861d84fcb6c-4eb26026,True
0ad9-29131cc4bf4e9e9bc0ae-94c3e01c,False
b5a0-b7e996e9540a4347f938-b36a4610,True
8d97-8e9a30dfd109a8e3b533-b61f4777,False
c32c-b50c9e13d1fabedd9f41-fe495821,True
c2f3-1f3245dbebfc7a24654d-8724be10,False
394d-820e871b40d3ba993a63-3e7c22c8,True
1b36-07f9a80e13ea05edfd1a-77187f17,False
f667-89d85d1406804bc91bf5-ec4e2841,False
a353-3917faf5fd86123243de-d46b4b7e,False
204b-f5a0f1fb84b8284792c1-8316ad09,False
301c-aa43a304ca23f1962e54-605d9133,True
6e90-81caaa160f677a9ea3c9-93c5019e,False
d66a-6db67f02e37c8447f8cb-a281ecb7,False
fc0e-4c569ecfc42d682a79d1-23f72217,False
8746-423028be2d031024275e-eff34ddf,True
f204-4578da9045b7854d8c95-b6601b3d,True
60b6-c6147b64fb8f61e1c976-900f18ba,False
9082-f08eccc737c5a9e1febd-7544797f,True
dd61-b30fc37c3405cf30bd4e-b13de29b,False
2d75-11d28eb09a700d17a0af-cfd1a4b8,True
2eb8-4ff738b69463f8481d8c-d3d30952,False
5237-7c7375de292de32739ea-31d080f5,False
209a-d6f977c1b10453b303b4-b8f337e1,False
