user_id,age_category
ea64-ae0d1ec99654768bd6f7-a40d9a81,2
b9f9-6fa3ca27093417f34ebf-35ef30fd,2
526c-ca155433b0608bbba287-50cad9fb,4
8062-236407bedd5ccaa12787-189dd0fb,4
df26-a8255dfdd94691f3ed0f-50b394a9,0
0eaa-1ae1a62e538233714572-3eb54fb8,4
1f40-722a41aee4d40fe9a691-1df995ec,2
547a-9122c28b6818493b4291-279dd8a7,0
d56e-edbc42a7f4d944de9648-a7c6b9fa,2
28a6-dc37d205e8410cbea74a-53348d53,4
66fa-7f92473f2b4881b19312-d0cd2954,2
3806-b16c724edead46ffb082-16fd5e24,2
d3cb-9addb340ed5b4f46f16b-45d7103e,3
d4d5-22b839d907d3ce957d50-51e69c6d,1
eb2d-8a62d69a94a4a9a5d4ee-3c905b63,0
2ecc-becf1cdacab828e74142-25205e48,0
8df0-cd6a2360e97e18f5810f-ed2e242c,2
1c20-c7cbdf8f8d0c1f35f77c-c5f269c0,2
7656-ddc550536caaaa57f6a6-9647f48d,3
4c0b-a9e74eeb12d759e172e8-b31cdb14,1
a52f-c8bfd82fbdf728cf2e23-3fedf1c4,4
3687-d33805f321562ac4f1c0-cbb77eb6,4
cb11-fd3f3d51cd2bebb13b07-3a7a58d6,4
7e09-83f7811a3eb3bc1d2c55-10afa295,3
e65e-c96d71c58e5f75080180-5a78571f,0
c6c5-714e167bafb39c27fd66-bf37ee49,4
fad3-d393bbd23f23ef9993eb-cb6318d8,1
5e80-decaaadfedcb2c593187-be220972,4
c0be-1314bcec97e8f354c0eb-17be672f,0
5288-bb43a156a104c9b810e3-a1f3e070,3
98bb-239a50ae9675132ac2a2-ef09316f,4
af00-57ce706f28580aeb6835-d6cb9abc,3
d99b-f711af6a0f4ffd9f5fd3-5bcb28cc,2
8277-2b632a0c11162f4ddeab-066f0207,4
3360-1ea0274d97bc1b80026b-36b1934d,4
0df4-89d3b355b5d296ee1e76-c803716c,3
dd7d-5716f8d6a851e2058127-8a848ea4,3
2d9d-9d37fc239dc997c33e7c-fd40b379,3
e5a2-efae0a2d1c3c45166d4d-7b7366fb,2
ca12-4fd1c1ad4e732e0b3ce4-6ca2aaca,0
f23a-20b807db3eccd9b574fc-550db0e7,4
d11a-141a6ea73e5e3ae102b6-7cc496a6,3
9ab7-a012302ce317e40b257b-11e91e12,0
9479-edfb6f87440a2ce7f84c-3aa93b71,4
8006-b521ed9d5dc2e9d3ba55-975b6d81,3
bf59-24df2981bc71da05052d-75883569,4
8de8-d58a21f3ddf279ff3ca6-b310d41e,3
ca8f-6321e13b2b8fa8b17dcc-b0081408,4
c6a1-7ff49e7ab367996e57eb-e27b04eb,4
346b-8ef05f8702a93142d078-8dde901c,3
963f-30eb15eac5a35f8586e5-e47bfd4b,4
d361-31ced9ace42d5d493623-a5e108a9,4
064c-146dc758890580dc0eee-a3930f64,4
6952-32374150f95a2418278d-127e6e23,0
e00d-bf4ca99bb5448e3760b8-f4265a18,4
5639-a6398f78cb7acc34626b-68f8f7cd,1
1a0c-9900a2c5cc11e07c0264-86ce7d3b,3
46b9-bf293ab3f92e3a190b03-c115dab6,3
661d-8c16cebf84c716a3a4d2-c22dda62,3
b4af-77f92e1892d3c1356dc7-357b6f76,3
0223-fe3d747562a2e035505d-805da8b9,4
857c-69d44ee399e9d461a86b-72054180,4
9c7f-c80f29a59cfbf46ddadb-7ae6b065,0
75b1-c68febfa05579d3712b7-d2ff9c6c,3
3463-7a0c0090e0e0a2512c5f-7994029a,2
de23-77feb1ae287c87cc605e-58dbc292,3
8822-84176eddd7a99931ecd0-d602f88c,2
11dd-149287a9d76b921e86ad-c9c50bd2,4
020b-d5f19aaafb15cf9e8324-f5b26d5c,4
204b-f5a0f1fb84b8284792c1-8316ad09,3
7bf9-cbd77dd6f74e14b07d87-3cc29498,0
3ff7-903ec4e45f08b9ad6f55-3b4b998c,2
95d0-c1519f6afe96814efd89-5fe4dcfe,1
c0d2-93c91e334e6380b831e9-2108b09d,2
b69e-371c171db10b56129709-468f081c,2
fd95-de42a633c26f7d3bfc09-b5628b0a,3
f7bd-d5c2c8797e997f503ad0-44af3763,2
0095-e06e63b284c1cbbc9c9a-7a6bf5b7,1
c7e3-1068ae594cbb205a3ecb-4871e5cc,4
ceee-4feaf2b70171c0cdefd0-fe237f5f,1
8326-df40cb4420a7a11d5b74-0c7df033,4
8d34-e959c4836a7d6b743567-2d9f68f8,3
d7aa-7791c91648c425b9cabd-d9deaf3c,1
767b-6558802c6c398d67474b-a67c85ae,4
fede-d0877883969ebfb0e596-f24c4420,4
a8fc-3bd2dc767105caed474b-1a7a2607,4
2d82-669d36a383aa9f4e447c-703dea06,1
15a3-a3f63e5a10e3088f519f-65e3d381,2
b971-eb77b17771b3b0ed846d-cf6e5993,4
a92f-067068bd102f1541319a-85420f8b,2
521c-4ad055ea0b7611178373-f88e7fe1,3
dcd4-394a15711b550c31ace1-b8d33fd3,3
938d-8052381754bcb31a28d3-10466b26,4
b7f4-0619f62dac26df265729-94f3d979,3
8e94-9a3c6af80ed9b75e7f88-b7cdb0bf,4
40da-a16eede29645b49b3548-74d11057,4
1369-86551070756cab7502c9-88ff468f,3
e524-8cb6cdb6917b28e0e6ad-d2362054,1
9b5f-e583dd18ad18cd371b14-e8b6e6bd,0
79f0-5305721f1857531d3a38-e654436e,3
25db-22510e4240c5531fb71d-4b8e127c,0
04a8-e3ed9f104e3dfc1e1e5e-f8b894c4,4
c672-cfbe34710d8b34493379-9c4c6a91,0
4a31-df15952d4b38c2fe9db5-bc3750af,2
8576-20b5762f7648c4ff03d4-cb69a2cc,0
90da-a67690873c6623c47aca-ae7dcfe9,4
a13b-825a16070d99c0fb28f4-d1215b91,2
650d-79127e45624056f8e04f-abecfef9,2
4005-e657ebf02749e60e7386-45289a01,4
d83a-a32dd3b28973b9053c29-eafa08b1,0
8ccd-452864820ece6a4ea836-2930409a,2
2c46-5c59d6655a3eabbc0dac-11d4fded,3
09bd-56ced9a76593ab2d2f7d-b81f09bc,0
75d4-9536cf521921f85b769a-143fe51a,4
b39a-8e1686736834edad38de-dfa8f1d2,4
9795-eb6c150e32ee834fb0a6-e829e9c7,3
75b2-17aed45f45b7fadb17ce-04b33239,3
18ce-ae15b0c73da1de3a67ca-6f609ac4,2
adda-32d5f6b1effeeca15eda-0fc8f44f,0
f68d-caeebeac41dbca92bf5e-6c774b99,4
1ef3-e1f8852b1ab361e03df9-31e3b323,3
37fe-b3e3fe6a623aa3287906-f8c77742,1
e587-8b4b355444d848cdca1e-9f4ff978,0
1ea3-df1a24c37c705d281ec0-e0043bd1,0
5866-40a269b9436a2940471b-d4d4f173,2
2ff4-f8afe36e6a25fe1b6a57-4c1a381e,0
7094-20fb2c2586405e94b254-6bef7212,4
cc80-117d8467c64d63447a36-b12986c5,4
08b4-c36894a0053e26fc4a3a-df110a1d,3
fe64-689ea06ca289953ad15b-c1ab3547,4
77de-b45a912959c667c8bc51-ca1f0680,4
4e5e-e199f401385f07d568b8-3a9a1b96,4
7618-d75f30290226fde22046-489f05a8,0
df49-deca6f5a2d0d243e0f60-e853cc59,2
d940-7e35d51459cda33eb0e1-aeec08d9,3
f0d5-0384f8058a10eb5b7301-c5d0c72b,0
3f96-ab47e2d95d06e27bbf84-90187f99,3
ec33-d8e9457202154d634ae7-e9018455,2
bcc7-6f5f52b09670c6dd0f3a-af1a3a37,3
b5bb-43069363181eda7d1476-57182ffb,0
e571-8b47a41a04d170673f30-58621ac2,2
61d0-bdd12e2aa874c9a49b23-63d167fc,2
a90d-870ac46c79429a2a53a4-e2ea7af3,3
1ea9-b7817d9f90fac55bc18c-f1dc71af,0
1b2a-aefd063f8eabbde47983-02e9d211,0
4034-2f5e3d7ee574914359bd-09a32da3,2
13ed-682ac961064367e86048-a6942cc0,2
a530-0a26231ff27058fbc3df-f9b15b9c,2
ef4c-a5c7c137b4a80ba5798b-32b12821,4
77b0-e43cab685d0fa7433359-0bb8c902,4
a714-90ba360f869f46836629-e173da25,4
29b1-c939180fcdd3552b04cd-89cec92e,2
168a-d84a1e43b19b278f770a-63214e42,3
27bb-4d4d4585504e516c4937-5854e1da,3
e369-a34886993e455bc3b479-cf59f04d,2
05f6-916fe4a4c5bb1b585084-ee4dec94,1
9891-d99f741b25631bd833a0-546e6920,4
7e3d-08f197ec90fc30d678b2-553fe2ad,0
f643-0b7e1e040d544caea7c4-492da1c8,2
220c-d4cb164b43a372d51265-e475d5cb,4
4c51-d20c6b68f6878e8b441d-0754bed8,1
76f8-d6e6be08ad7bc8627ccc-59f271fc,3
8413-768417ba1136f61e817d-6a274758,2
2488-c62121f479f103d67e44-2c0ec09c,4
9ac0-a97eb02d93f64b48ca6e-f2791a27,3
d882-d4f9962f823e37186d8f-79d03731,4
60fb-79df74c2515db7d681b7-f88208bf,0
8ed9-86998d50b51c09959c65-e7f587ba,4
696d-9f08b734cf4c68bdd6a4-2c12816c,3
d37c-41c6036d33dfd3949fbb-baf67f34,2
778b-eacc99a0e38fdd486a9f-8efef1b7,2
7047-0d5ce423a246c4bdf124-ad82a1cb,3
0320-334cbc1de80c09c8ce0a-1b6202cf,2
dcf2-115bacaae33f6ab64ba3-1e96b0fc,2
e5bb-1017e5562c2885409fc2-c09588f8,3
a813-0cb34ae2fbd95b873f55-3e3e3a20,2
8465-6dbd63c70abe4ab148b2-07343dfe,3
9f1c-e8a61ec214b1488541a4-812e3a47,2
de0f-e4c4381fc1bbb536a193-94a7d035,0
3718-86508c4768c06b3440a7-b81c6d36,0
64d3-186c39118e4bcfe56e35-bd3d726a,3
94d9-66b9520201e3367b896e-88147398,4
f5fc-3a1fc7d0cb80914b02c9-1e13ca49,1
c786-a5be0da054ca3a8751cc-63eeb940,2
6b1c-a8a3665ffc5bceaba070-8bd1bbda,1
4e48-5092c5b2dfa74c6513ef-84a10ecf,2
a185-84e9d405c0d731ef9d59-5cd5a1ad,3
7011-4cec604cba22f1b6a722-8c17c5b8,4
e743-d124fa3d464626934a91-22cb3c23,3
c977-8ff4b8fc6706a60e08d2-ef39c79f,4
e856-254c6ee1e47334457397-a6957733,2
dfe1-1ef2156dfbe3b58eb3ef-777802ba,2
e53c-1e5ba9929c4d762c5670-449b2feb,0
4de6-0061f632c2f5e8d038bc-d54f9d97,4
3113-2cebc965d2520694828b-7c19422f,4
70f2-e49ffda766359a069b74-ca7035f7,2
f727-559621e2050f2f8cd3fe-9c4c1947,0
3745-e6e666e1361f37e9f191-aa9d4d51,4
f910-3c74aae87a4729074d76-5845c07a,4
0334-f101479a417e85e2a150-85ee6d10,2
b10b-eec0b6fa20c86039d86c-4547db9f,4
179e-4f505b17c10261b8f906-19b5b043,4
79a8-1dd02abb56417e83dcdd-eeda8f57,2
312e-65da023e03e8ebcbf027-4cbd9ac1,4
b430-ecc5ba8b31ccc9f774c4-44bd05de,0
1e92-e3fc6fab5f0f8e68d1f1-ae8e4bcb,1
db19-7464e97c40404e637385-b08104b2,3
5fcf-466ccc5d4437c8231132-60cd8d95,3
b1a4-4ce82c3bdc083c393620-dcd53395,3
c9b3-211f0a330e911a0da3cd-b177b5b6,0
1704-c00d1197d58de89662aa-1cd8df24,0
efe0-2082d79a24d91addbe23-d37bd1db,4
af28-59f50830bf17db65678f-75adc48a,3
bc2a-f062a6e07bb9c2f853fd-a9f39b9e,3
84fe-43aa104025f44af53e04-5b03b325,2
8cea-c8d861b02e7de6d37965-23a53c3a,3
3b57-bd736550625ee97cb6a0-8b3b6718,4
c27c-749e345cdb3739341846-a51aa780,4
0f3e-a63a14cb249d900df729-e0d7cc27,0
c045-e2f4d414e6409625de72-f9368cd8,3
7563-500fcb72b90203f20712-21d3c99b,1
6c44-e7c83200be7ba67550be-c54af29f,1
b906-a660578532d1f9688759-1ff2ee3b,4
ca24-d200f698739bbae018b1-6bff7c76,3
4028-663f022bb39fce4dd65c-12288ab0,0
5026-42cfca0401c6602ef102-3eeeb75a,0
bd45-21c69df05b706e1b9886-c35ffc8d,3
2395-09ae3f22e6644ddf92dc-caa7feab,4
55dd-fe71a285aa6207ccf81b-9340d630,4
cfbb-82ab436c569e2035cdab-3a75529b,4
dc81-8c6c93018053e1f7fb78-e6d94047,4
54c7-c560886fbb25c8bceebf-69f64202,3
45ec-1d5fd6c4c4585947cccd-706c7f12,3
2143-d13f0f2a3dcc3386e4ba-c101a033,4
536b-24cb75ad3eef9643f82e-7a45a61b,3
590e-358104194e267884ec23-0efb1098,3
08a8-39c536100775a44d23bd-15b22b7f,0
042a-f06972bc05f2b13683cc-a3b9af3a,3
02d4-8707e8f46c6769731dd5-c268adff,4
af73-218580920fac484cc554-aacb5ae9,0
036b-a85efa206bd9e9d86fa8-20152d7f,4
0e42-db785d398a348d2da878-0b3d0bcf,3
cca3-f75ff0dba6d0e754230d-8181f6b0,4
35cd-a972339dec534f49332c-a8b6d383,2
ed4c-2a5c80026668d83a2958-c70e373d,2
f2c1-e03c0203fd8f7e113df6-7bc4fb91,1
3df2-9ca781e200126dbade48-ad18287c,3
2b37-6a9378fc7a90eefb45f9-2024dc52,2
2cd9-6569f3ddd4e14b75d8aa-e621264b,4
3bdd-4131152c20bbe4a56bdd-f6474b41,4
8c12-266d8c53c7cee168f0f5-2096bae2,0
c8db-95c1a0d5157d9a7cd1a4-3f09f3ff,4
efe6-9fcd49de93faf555527b-ba023e7e,3
48bf-15c5a73335760e1c17c4-bee7aae9,0
d600-682cfb19dd9aa707bf8d-ebbe9d0f,3
5c89-2da188712e49345f8c21-2819c3cc,4
e59c-b1641ac880c59dc7dee5-07307a43,3
e9e7-58cf5a0e487f067e8f78-b5203236,3
343a-b6897cbb2d17533c1860-6021f506,2
3647-bcbe0034f1ca9d8bb78b-975abac1,0
a20b-254196fd2ec693e28e64-8b24cfb7,0
6840-3540157b7f00583be2ba-9fad299c,4
0aa4-e56d66cb7d57898b5279-32dca820,3
995d-03f23e17de26371498c2-3ff175ef,4
d510-64cd40717a2e439bd023-51bb7138,4
df8e-7dbd562788b2c450e615-1bf54c07,0
0090-f56575e154457ff4639e-40b49a00,4
e20e-d28139f3b90c140fcbb0-8e2ad344,3
1f4a-4fde4ad3c76fc81a558d-6121fefa,0
4c90-dd844823d2807ed63c79-07a8ad30,2
3252-71b7b9bad0d047b867af-1d1816fc,2
0f7b-824efdd4ec532e28a382-7cf720f4,2
5710-437ee9b2aa6631cd35b5-55ee61ae,3
df20-e5328d0f5436a729f762-f3bc9531,3
c79d-8ac20a58114cbb92eefd-68f3a747,2
528e-f3dbab27f25e3574235a-f2135f37,4
cefa-1301f877fabd04629523-ca31a2cd,3
d925-9ae1c53400f25457a1ea-d92000f1,2
3360-1ea0274d97bc1b80026b-36b1934d,4
befb-06f60b7dcc8b9745afba-dd639f2e,2
5c80-e45cfe722f4d62864554-0b4db08e,2
dd01-e53af6b4b17a35d0a186-97b92a32,3
ebd9-4696149f476dae161afd-45e58d6c,4
b723-4387f50c9081c0c58232-d6d05501,2
5e76-a864e61a10bc85d5fd00-b13bc007,2
1bf0-7a0317a302fb11ecfe73-2c8d80b2,3
68f7-dd1c4730701e2ac3ba2e-49949181,4
601b-2d91c2b648a06b94467a-5a9c68e9,0
6947-123ab6fa6cf3f66806ed-18331055,2
d693-e2cbeb7affdbf3a821e3-c66d44eb,1
2afb-a224e0562c2f6d4859d9-d12f07ec,4
bf27-796a4cfcd4066b69072d-8bd18814,3
2a50-866ea2f75fc3e6211730-b4ad983b,4
24c1-cde316b325eb50132193-6aad2706,1
7f15-7e887b115408b87bab28-4b055a70,4
3ef2-dfa4ef88eaaf9c035675-21f498cf,4
80d5-25e62cf60afdeeea16d7-a0caa041,3
62f6-486b116ba502957e676b-df8dcdda,3
703c-1d6940a46067a5c230b5-e83c2526,4
6a40-6bf1827e1ce1efaa859f-24c58992,2
4175-da3fbbb77fc8b95011a3-13efbf3a,0
2f0e-5ef4bcc3f24950e8ca1f-db2af5cf,2
05ce-a078ac0dc4bb3c6e7c85-a18923e0,4
fa84-36ec0fc765f314a42992-013dda40,4
be21-e832cd4bbe51fd00a99d-7bd2a0cd,3
2826-d6a08323fbdadd233612-55bdf1d0,2
42be-1e79211c40af9c3054c7-48adf447,2
20f7-d11f954d8215c4df2385-5dd5f4f2,2
3534-737eac2b17659a060769-95605ddb,4
1f0d-8005e84e097746e91188-cbfdbd93,2
67db-67546854122800b068af-919d07b7,2
e42e-d4721596b5a14d89b7b5-889e2f0d,4
0ede-1ab1b4dc83e7cb20c014-47c5a65c,1
4c8f-7d0c57dc9b65a10db762-7aa1b6b8,1
280e-c75bdcce9983c22881ef-b4ceed64,1
78dd-64bf0f42305f3fbe943c-7107cccf,1
2805-8c07621b3d40a6f09477-7ac93c67,0
4e3c-05ef757dea721bac5599-ba8ac4ef,2
b87b-0899859ef326db2bb297-c749dd8d,4
b488-68dd0f75e3864b74f976-ea9d53e8,4
2bbe-282c5e688656f5e9eb7a-8be330ec,0
f8f5-51ad5d06e919bd7daa15-1b106070,4
30b7-21bbeccfe4a24e361236-fb8f788f,2
dda1-5b658b3a9d88bd4b69a2-69f1b5b8,4
b0a1-7f4332342edc93c99d85-06ca847a,3
0c9e-2c8721d5aa897482ca86-21ab2ca8,4
ca57-b9516d65fe2e06ee33ad-79a30c22,2
db9b-f921863ae4c63bedc17d-c17e9749,3
a786-0ddaacb740f6759cd60e-d728f301,4
373b-6322d1528c525559410c-2f2de1ab,4
1815-d82141c0bf8e83c6e758-12fd175a,0
440e-2507a7cd04bd6063508b-a329e8b6,0
e0b8-c36c3de032b615ff9f7e-2f86cbbc,4
cb0d-3db13786c2e09278187a-b208e328,3
917c-e11c23bcfa70bdad5126-4c6e0dd9,4
9dfe-dade5ae7bfedfa5ac454-b349558f,4
1000-8854448badaf2ed935b6-433f59e1,0
8130-49733640e4f823f1940f-9f896580,4
a41d-2bb6112b1dc2e0732b69-2dab0146,0
0eaf-3bdd6a7edf1ed425a5a0-90f66b5b,0
9da5-a507eb6d600b6309fe7e-703536db,4
5965-46f65b9c0d79736874b5-c2572d1e,2
9e6c-6d42f1146a4d5c420ea0-b0008106,1
0697-8a6ee40e08cde5042674-772f07fa,4
5470-4eb9c4ec010dea7c9f20-8ea7801a,2
37fa-badcc06933ff5ac21c12-c5018e84,3
55f0-93280e3afa980220cfab-c210ff57,3
cd95-19da5fe64f1e41e1c7b8-4a72b75b,2
a3ae-ec5c91ad29401bee4e4c-dd05eff2,2
f876-5abe5425aeac0cda4707-8b39f730,4
9287-d41fee8974142299aa8b-2cf65d4b,3
0259-a9907d16efbe00c4e18a-ce0364c9,1
891a-a69f99503e2f0d4d8fd8-7e42f610,4
90ef-7f6fbe658c3bdf70c131-fa5d3aae,4
cbb7-cb1772b8a9b082520ce7-196a3ba8,0
df71-44b6c86bd44dc18479b8-8b5671c4,2
61de-90c1a749c8f647a698e5-a6122657,2
be32-e36487490b3418b624c2-7b04ab77,0
3510-57b218acfc6c29b757bc-bff4c592,4
be23-9191a30f5ca03319008b-f2814264,0
b833-9e55f89bf9b7b4aa9665-52aed56e,4
d73f-fa0a5e7ac7714294863a-48f899a1,2
14c5-8fe94f7f47a30326e21d-1c9fac54,2
e3ce-23eafaf91869a443b77b-f8a7e0bb,3
e05a-9430e80b6c3c436cce63-1ee56c2b,0
1e53-b0b6a23709565dc1c8bf-1f42a1ba,2
1e0b-1e0edafad2b63e132e49-09140cf0,1
4e18-db885d3fcf8e6d77c9bf-21b5faff,4
1a5c-8e5324459b362fafd22f-7f872b7e,2
7075-3a836558944d4a30187d-283c29e8,0
c643-de864476a460a32416bc-fedf5055,4
f221-64957f0664d33c14deae-0d03260b,4
5278-059d9dd07893767a5b5f-50e9a4ae,2
c1ee-7f66acd108361ce9b587-73261695,2
1a0e-76862c41b787796c186f-f839f516,0
7d55-1b2521899209a9bd3e5b-2dbc349f,4
e3c5-cb57ca61c1509a102d99-8240b21d,2
ce19-613b18402d16bf218396-fb590e94,1
159e-a559a16e41886661d6bc-8e29896d,4
58c8-7b434fffdffd7ad8e23e-ec9c20e8,4
d8fe-417612d031847b1ac0f7-a0f3fcfc,4
b8f9-cc4eafca418bcb6d1c2d-fe72eb2b,4
5af6-2a53dcd4432a16a9329b-79386b17,4
50ea-8452b176f797e396c4fc-b10a7fc1,3
6d50-c2a5a29b1e4811f24bfc-efcfdfa1,4
2d16-9d46b5cd786c7aeb75cf-a9555dad,2
0685-d5d43fbfaa44a5ceb6f7-4ef7d250,4
8a85-165c47860b4bd3188ccb-588832b7,3
e219-72aa1afd6729e0ac7739-209946f9,4
2d53-75ae938876ab019f140b-21dc8653,1
52b7-4ec26056b5903f52509b-c9396cbc,2
98e4-62202f991f2da9f75105-14a1205a,2
262c-b096e19d6fd71142d3d9-5cfe5b1b,4
71b8-4fffabf7738abb4aa90f-5bfda1f1,4
451c-3797f36f96e8b6b66feb-c08adc80,4
0d9e-6f12485d7acb582906b1-5a930cde,2
00d8-ddc698fad7397ff515c3-6e1db7e3,3
c5e6-28985dfb9703a378f6ca-1d314c3d,4
b699-b59811eef07cda8dd7e4-834d5b38,1
9664-62774da92dfa4f2d8d84-4555b469,2
d909-9b1ab89ffb3e9faf32d9-20af04e0,3
f806-e188fba61f060681c35a-260c353b,2
d9d4-89d0d53bbafc9b4ebc8f-62499000,3
0c24-1bb3f5943cc07b254110-7eb43248,4
08c7-b9c7bb83b4b040cee8f8-4a566036,0
2c37-21009304f71b2bfff6cf-6f9a6d76,2
85f7-86f44055bf536b68d517-540544be,0
7e53-628e2ed9462c4a78d06d-7a7c339e,2
4fa9-abb72096de9466c184a9-65123b6a,2
e315-889a01c7d9e2ef18cf3c-1300b229,0
d5c3-f07fd8c19600f4a31c1a-0324f3b1,3
a9b3-c7f75b19b2d5abb21d48-db549600,4
beec-0cfbb899dd3e5db056a3-550ad684,3
5bee-42f94b98a7c6bc87097c-42bf3d6e,2
59f4-fee38568b6911e16faa5-8df57e6d,4
38e2-27414e5314170e413984-287388d2,1
c68a-8e3f6caddb2425df976a-3d1563ed,3
e7f7-d26ede4fa1f0549f86fe-8283feb7,3
37d7-6f9e3318c027d68f77d3-7c46d59f,2
6117-b86376afc63876d3f126-8d644e59,2
4b6d-81d4e3e5245893872cbb-6ebb9399,3
faa3-095049ff2b576946b850-84521bba,1
b82d-7b0b99d7e8f844e6c343-e6314eba,3
f702-0a650a5a454c3f757737-0cb7eb75,0
015c-b8969102ca26111e5e95-52fe7d63,0
e6cc-0abebe4fe677b91bb01c-cfb57895,0
9bd6-b1663d3dd9859692bd1d-1fdc22cd,4
a655-e4de718885a68bae3c1c-576f49fe,3
83a9-8986a0259165c0a899d2-11706225,2
b681-af041214bab54175d487-1441c05a,1
4e37-7b4a3f6331cf84c4fe7e-d14c20a9,4
dc81-80030eb56d2252da1134-cea9024a,2
9682-c900ef09d3967895444e-f1898a71,1
d8f5-67ae23117edc9ecb9165-db004820,4
328e-d7cd594a7c45aa15280a-20322ac0,4
ba51-ea6bfbcf11872ed354cc-f9ad8301,2
5466-0e6fd8c3eb421167e6e1-85436993,4
0fe9-813923dcb90c9400f4ee-9e0d7f18,0
1ddd-3fe08e1d5baeec21634b-a0a39aeb,2
35b0-e53c888eb07e899e070b-f9b02f61,2
76fd-f785f37cb63d10fbf075-3d4742dc,0
8f39-b20cf2d50015e51adc37-596550b6,0
d1d8-102b4cb030060f85051e-9d564d16,4
ecfd-31eddd9c293607e100c3-998752e6,2
ccec-8fc52043392f335fa0f3-c81c2c43,2
c0b9-7db4597bb761d5c2c1f1-70a03494,0
1541-de0fba327dc475d776ae-38c3bd3c,1
c1a6-0b7397181334bb448103-2caad0f6,0
