ID,score_date
IDF54928995,2016-11-01
IDF54928995,2016-12-01
IDF54928995,2017-01-01
IDF54928995,2017-02-01
IDF54928995,2017-03-01
IDF54928995,2017-04-01
IDF54928995,2017-05-01
IDF54928995,2017-06-01
IDF54928995,2017-07-01
IDF54928995,2017-08-01
IDF54928995,2017-09-01
IDF54928995,2017-10-01
IDF54928995,2017-11-01
IDF54928995,2017-12-01
IDF54928995,2018-01-01
IDF54928995,2018-02-01
IDF54928995,2018-03-01
IDF54928995,2018-04-01
IDF54928995,2018-05-01
IDF54928995,2018-06-01
IDF54928995,2018-07-01
IDF54928995,2018-08-01
IDF54928995,2018-09-01
IDF54928995,2018-10-01
IDF54928995,2018-11-01
IDF54928995,2018-12-01
IDF54928995,2019-01-01
IDF54928995,2019-02-01
IDF54928995,2019-03-01
IDF54928995,2019-04-01
IDF54928995,2019-05-01
IDF54928995,2019-06-01
IDF54928995,2019-07-01
IDF54928995,2019-08-01
IDF54928995,2019-09-01
IDF54928995,2019-10-01
IDF54928995,2019-11-01
IDF54928995,2019-12-01
IDF55039326,2015-03-01
IDF55039326,2015-04-01
IDF55039326,2015-05-01
IDF55039326,2015-06-01
IDF55039326,2015-07-01
IDF55039326,2015-08-01
IDF55039326,2015-09-01
IDF55039326,2015-10-01
IDF55039326,2015-11-01
IDF55039326,2015-12-01
IDF55039326,2016-01-01
IDF55039326,2016-02-01
IDF55039326,2016-03-01
IDF55039326,2016-04-01
IDF55039326,2016-05-01
IDF55039326,2016-06-01
IDF55039326,2016-07-01
IDF55039326,2016-08-01
IDF55039326,2016-09-01
IDF55039326,2016-10-01
IDF55039326,2016-11-01
IDF55039326,2016-12-01
IDF55039326,2017-01-01
IDF55039326,2017-02-01
IDF55039326,2017-03-01
IDF55039326,2017-04-01
IDF55039326,2017-05-01
IDF55039326,2017-06-01
IDF55039326,2017-07-01
IDF55039326,2017-08-01
IDF55039326,2017-09-01
IDF55039326,2017-10-01
IDF55039326,2017-11-01
IDF55039326,2017-12-01
IDF55039326,2018-01-01
IDF55039326,2018-02-01
IDF55039326,2018-03-01
IDF55039326,2018-04-01
IDF55039326,2018-05-01
IDF55039326,2018-06-01
IDF55039326,2018-07-01
IDF55039326,2018-08-01
IDF55039326,2018-09-01
IDF55039326,2018-10-01
IDF55039326,2018-11-01
IDF55039326,2018-12-01
IDF55039326,2019-01-01
IDF55039326,2019-02-01
IDF55039326,2019-03-01
IDF55039326,2019-04-01
IDF55039326,2019-05-01
IDF55039326,2019-06-01
IDF55039326,2019-07-01
IDF55039326,2019-08-01
IDF55039326,2019-09-01
IDF55039326,2019-10-01
IDF55039326,2019-11-01
IDF55039326,2019-12-01
IDF55093915,2015-10-01
IDF55093915,2015-11-01
IDF55093915,2015-12-01
IDF55093915,2016-01-01
IDF55093915,2016-02-01
IDF55093915,2016-03-01
IDF55093915,2016-04-01
IDF55093915,2016-05-01
IDF55093915,2016-06-01
IDF55093915,2016-07-01
IDF55093915,2016-08-01
IDF55093915,2016-09-01
IDF55093915,2016-10-01
IDF55093915,2016-11-01
IDF55093915,2016-12-01
IDF55093915,2017-01-01
IDF55093915,2017-02-01
IDF55093915,2017-03-01
IDF55093915,2017-04-01
IDF55093915,2017-05-01
IDF55093915,2017-06-01
IDF55093915,2017-07-01
IDF55093915,2017-08-01
IDF55093915,2017-09-01
IDF55093915,2017-10-01
IDF55093915,2017-11-01
IDF55093915,2017-12-01
IDF55093915,2018-01-01
IDF55093915,2018-02-01
IDF55093915,2018-03-01
IDF55093915,2018-04-01
IDF55093915,2018-05-01
IDF55093915,2018-06-01
IDF55093915,2018-07-01
IDF55093915,2018-08-01
IDF55093915,2018-09-01
IDF55093915,2018-10-01
IDF55093915,2018-11-01
IDF55093915,2018-12-01
IDF55093915,2019-01-01
IDF55093915,2019-02-01
IDF55093915,2019-03-01
IDF55093915,2019-04-01
IDF55093915,2019-05-01
IDF55093915,2019-06-01
IDF55093915,2019-07-01
IDF55093915,2019-08-01
IDF55093915,2019-09-01
IDF55093915,2019-10-01
IDF55093915,2019-11-01
IDF55093915,2019-12-01
IDF55130856,2014-03-01
IDF55130856,2014-04-01
IDF55130856,2014-05-01
IDF55130856,2014-06-01
IDF55130856,2014-07-01
IDF55130856,2014-08-01
IDF55130856,2014-09-01
IDF55130856,2014-10-01
IDF55130856,2014-11-01
IDF55130856,2014-12-01
IDF55130856,2015-01-01
IDF55130856,2015-02-01
IDF55130856,2015-03-01
IDF55130856,2015-04-01
IDF55130856,2015-05-01
IDF55130856,2015-06-01
IDF55130856,2015-07-01
IDF55130856,2015-08-01
IDF55130856,2015-09-01
IDF55130856,2015-10-01
IDF55130856,2015-11-01
IDF55130856,2015-12-01
IDF55130856,2016-01-01
IDF55130856,2016-02-01
IDF55130856,2016-03-01
IDF55130856,2016-04-01
IDF55130856,2016-05-01
IDF55130856,2016-06-01
IDF55130856,2016-07-01
IDF55130856,2016-08-01
IDF55130856,2016-09-01
IDF55130856,2016-10-01
IDF55130856,2016-11-01
IDF55130856,2016-12-01
IDF55130856,2017-01-01
IDF55130856,2017-02-01
IDF55130856,2017-03-01
IDF55130856,2017-04-01
IDF55130856,2017-05-01
IDF55130856,2017-06-01
IDF55130856,2017-07-01
IDF55130856,2017-08-01
IDF55130856,2017-09-01
IDF55130856,2017-10-01
IDF55130856,2017-11-01
IDF55130856,2017-12-01
IDF55130856,2018-01-01
IDF55130856,2018-02-01
IDF55130856,2018-03-01
IDF55130856,2018-04-01
IDF55130856,2018-05-01
IDF55130856,2018-06-01
IDF55130856,2018-07-01
IDF55130856,2018-08-01
IDF55130856,2018-09-01
IDF55130856,2018-10-01
IDF55130856,2018-11-01
IDF55130856,2018-12-01
IDF55130856,2019-01-01
IDF55130856,2019-02-01
IDF55130856,2019-03-01
IDF55130856,2019-04-01
IDF55130856,2019-05-01
IDF55130856,2019-06-01
IDF55130856,2019-07-01
IDF55130856,2019-08-01
IDF55130856,2019-09-01
IDF55130856,2019-10-01
IDF55130856,2019-11-01
IDF55130856,2019-12-01
IDF55056705,2016-02-01
IDF55056705,2016-03-01
IDF55056705,2016-04-01
IDF55056705,2016-05-01
IDF55056705,2016-06-01
IDF55056705,2016-07-01
IDF55056705,2016-08-01
IDF55056705,2016-09-01
IDF55056705,2016-10-01
IDF55056705,2016-11-01
IDF55056705,2016-12-01
IDF55056705,2017-01-01
IDF55056705,2017-02-01
IDF55056705,2017-03-01
IDF55056705,2017-04-01
IDF55056705,2017-05-01
IDF55056705,2017-06-01
IDF55056705,2017-07-01
IDF55056705,2017-08-01
IDF55056705,2017-09-01
IDF55056705,2017-10-01
IDF55056705,2017-11-01
IDF55056705,2017-12-01
IDF55056705,2018-01-01
IDF55056705,2018-02-01
IDF55056705,2018-03-01
IDF55056705,2018-04-01
IDF55056705,2018-05-01
IDF55056705,2018-06-01
IDF55056705,2018-07-01
IDF55056705,2018-08-01
IDF55056705,2018-09-01
IDF55056705,2018-10-01
IDF55056705,2018-11-01
IDF55056705,2018-12-01
IDF55056705,2019-01-01
IDF55056705,2019-02-01
IDF55056705,2019-03-01
IDF55056705,2019-04-01
IDF55056705,2019-05-01
IDF55056705,2019-06-01
IDF55056705,2019-07-01
IDF55056705,2019-08-01
IDF55056705,2019-09-01
IDF55056705,2019-10-01
IDF55056705,2019-11-01
IDF55056705,2019-12-01
IDF54990767,2013-11-01
IDF54990767,2013-12-01
IDF54990767,2014-01-01
IDF54990767,2014-02-01
IDF54990767,2014-03-01
IDF54990767,2014-04-01
IDF54990767,2014-05-01
IDF54990767,2014-06-01
IDF54990767,2014-07-01
IDF54990767,2014-08-01
IDF54990767,2014-09-01
IDF54990767,2014-10-01
IDF54990767,2014-11-01
IDF54990767,2014-12-01
IDF54990767,2015-01-01
IDF54990767,2015-02-01
IDF54990767,2015-03-01
IDF54990767,2015-04-01
IDF54990767,2015-05-01
IDF54990767,2015-06-01
IDF54990767,2015-07-01
IDF54990767,2015-08-01
IDF54990767,2015-09-01
IDF54990767,2015-10-01
IDF54990767,2015-11-01
IDF54990767,2015-12-01
IDF54990767,2016-01-01
IDF54990767,2016-02-01
IDF54990767,2016-03-01
IDF54990767,2016-04-01
IDF54990767,2016-05-01
IDF54990767,2016-06-01
IDF54990767,2016-07-01
IDF54990767,2016-08-01
IDF54990767,2016-09-01
IDF54990767,2016-10-01
IDF54990767,2016-11-01
IDF54990767,2016-12-01
IDF54990767,2017-01-01
IDF54990767,2017-02-01
IDF54990767,2017-03-01
IDF54990767,2017-04-01
IDF54990767,2017-05-01
IDF54990767,2017-06-01
IDF54990767,2017-07-01
IDF54990767,2017-08-01
IDF54990767,2017-09-01
IDF54990767,2017-10-01
IDF54990767,2017-11-01
IDF54990767,2017-12-01
IDF54990767,2018-01-01
IDF54990767,2018-02-01
IDF54990767,2018-03-01
IDF54990767,2018-04-01
IDF54990767,2018-05-01
IDF54990767,2018-06-01
IDF54990767,2018-07-01
IDF54990767,2018-08-01
IDF54990767,2018-09-01
IDF54990767,2018-10-01
IDF54990767,2018-11-01
IDF54990767,2018-12-01
IDF54990767,2019-01-01
IDF54990767,2019-02-01
IDF54990767,2019-03-01
IDF54990767,2019-04-01
IDF54990767,2019-05-01
IDF54990767,2019-06-01
IDF54990767,2019-07-01
IDF54990767,2019-08-01
IDF54990767,2019-09-01
IDF54990767,2019-10-01
IDF54990767,2019-11-01
IDF54990767,2019-12-01
IDF55007722,2014-03-01
IDF55007722,2014-04-01
IDF55007722,2014-05-01
IDF55007722,2014-06-01
IDF55007722,2014-07-01
IDF55007722,2014-08-01
IDF55007722,2014-09-01
IDF55007722,2014-10-01
IDF55007722,2014-11-01
IDF55007722,2014-12-01
IDF55007722,2015-01-01
IDF55007722,2015-02-01
IDF55007722,2015-03-01
IDF55007722,2015-04-01
IDF55007722,2015-05-01
IDF55007722,2015-06-01
IDF55007722,2015-07-01
IDF55007722,2015-08-01
IDF55007722,2015-09-01
IDF55007722,2015-10-01
IDF55007722,2015-11-01
IDF55007722,2015-12-01
IDF55007722,2016-01-01
IDF55007722,2016-02-01
IDF55007722,2016-03-01
IDF55007722,2016-04-01
IDF55007722,2016-05-01
IDF55007722,2016-06-01
IDF55007722,2016-07-01
IDF55007722,2016-08-01
IDF55007722,2016-09-01
IDF55007722,2016-10-01
IDF55007722,2016-11-01
IDF55007722,2016-12-01
IDF55007722,2017-01-01
IDF55007722,2017-02-01
IDF55007722,2017-03-01
IDF55007722,2017-04-01
IDF55007722,2017-05-01
IDF55007722,2017-06-01
IDF55007722,2017-07-01
IDF55007722,2017-08-01
IDF55007722,2017-09-01
IDF55007722,2017-10-01
IDF55007722,2017-11-01
IDF55007722,2017-12-01
IDF55007722,2018-01-01
IDF55007722,2018-02-01
IDF55007722,2018-03-01
IDF55007722,2018-04-01
IDF55007722,2018-05-01
IDF55007722,2018-06-01
IDF55007722,2018-07-01
IDF55007722,2018-08-01
IDF55007722,2018-09-01
IDF55007722,2018-10-01
IDF55007722,2018-11-01
IDF55007722,2018-12-01
IDF55007722,2019-01-01
IDF55007722,2019-02-01
IDF55007722,2019-03-01
IDF55007722,2019-04-01
IDF55007722,2019-05-01
IDF55007722,2019-06-01
IDF55007722,2019-07-01
IDF55007722,2019-08-01
IDF55007722,2019-09-01
IDF55007722,2019-10-01
IDF55007722,2019-11-01
IDF55007722,2019-12-01
IDF55107518,2017-06-01
IDF55107518,2017-07-01
IDF55107518,2017-08-01
IDF55107518,2017-09-01
IDF55107518,2017-10-01
IDF55107518,2017-11-01
IDF55107518,2017-12-01
IDF55107518,2018-01-01
IDF55107518,2018-02-01
IDF55107518,2018-03-01
IDF55107518,2018-04-01
IDF55107518,2018-05-01
IDF55107518,2018-06-01
IDF55107518,2018-07-01
IDF55107518,2018-08-01
IDF55107518,2018-09-01
IDF55107518,2018-10-01
IDF55107518,2018-11-01
IDF55107518,2018-12-01
IDF55107518,2019-01-01
IDF55107518,2019-02-01
IDF55107518,2019-03-01
IDF55107518,2019-04-01
IDF55107518,2019-05-01
IDF55107518,2019-06-01
IDF55107518,2019-07-01
IDF55107518,2019-08-01
IDF55107518,2019-09-01
IDF55107518,2019-10-01
IDF55107518,2019-11-01
IDF55107518,2019-12-01
IDF55017293,2017-07-01
IDF55017293,2017-08-01
IDF55017293,2017-09-01
IDF55017293,2017-10-01
IDF55017293,2017-11-01
IDF55017293,2017-12-01
IDF55017293,2018-01-01
IDF55017293,2018-02-01
IDF55017293,2018-03-01
IDF55017293,2018-04-01
IDF55017293,2018-05-01
IDF55017293,2018-06-01
IDF55017293,2018-07-01
IDF55017293,2018-08-01
IDF55017293,2018-09-01
IDF55017293,2018-10-01
IDF55017293,2018-11-01
IDF55017293,2018-12-01
IDF55017293,2019-01-01
IDF55017293,2019-02-01
IDF55017293,2019-03-01
IDF55017293,2019-04-01
IDF55017293,2019-05-01
IDF55017293,2019-06-01
IDF55017293,2019-07-01
IDF55017293,2019-08-01
IDF55017293,2019-09-01
IDF55017293,2019-10-01
IDF55017293,2019-11-01
IDF55017293,2019-12-01
IDF55144903,2014-10-01
IDF55144903,2014-11-01
IDF55144903,2014-12-01
IDF55144903,2015-01-01
IDF55144903,2015-02-01
IDF55144903,2015-03-01
IDF55144903,2015-04-01
IDF55144903,2015-05-01
IDF55144903,2015-06-01
IDF55144903,2015-07-01
IDF55144903,2015-08-01
IDF55144903,2015-09-01
IDF55144903,2015-10-01
IDF55144903,2015-11-01
IDF55144903,2015-12-01
IDF55144903,2016-01-01
IDF55144903,2016-02-01
IDF55144903,2016-03-01
IDF55144903,2016-04-01
IDF55144903,2016-05-01
IDF55144903,2016-06-01
IDF55144903,2016-07-01
IDF55144903,2016-08-01
IDF55144903,2016-09-01
IDF55144903,2016-10-01
IDF55144903,2016-11-01
IDF55144903,2016-12-01
IDF55144903,2017-01-01
IDF55144903,2017-02-01
IDF55144903,2017-03-01
IDF55144903,2017-04-01
IDF55144903,2017-05-01
IDF55144903,2017-06-01
IDF55144903,2017-07-01
IDF55144903,2017-08-01
IDF55144903,2017-09-01
IDF55144903,2017-10-01
IDF55144903,2017-11-01
IDF55144903,2017-12-01
IDF55144903,2018-01-01
IDF55144903,2018-02-01
IDF55144903,2018-03-01
IDF55144903,2018-04-01
IDF55144903,2018-05-01
IDF55144903,2018-06-01
IDF55144903,2018-07-01
IDF55144903,2018-08-01
IDF55144903,2018-09-01
IDF55144903,2018-10-01
IDF55144903,2018-11-01
IDF55144903,2018-12-01
IDF55144903,2019-01-01
IDF55144903,2019-02-01
